#{"t_start": 1669489949.0932534, "env_id": null}
r,l,t
40.32381,10,1247.642395
-9.235714,50,1248.00116
38.907143,11,1248.084383
4.795238,42,1248.385533
3.271429,43,1248.694923
-9.683333,50,1249.054913
-9.290476,50,1249.414433
-10.321429,50,1249.775194
-9.271429,50,1250.13512
-9.414286,50,1250.495426
-8.833333,50,1250.856089
25.047619,22,1251.007478
9.414286,38,1251.277599
-9.438095,50,1251.63816
46.780952,4,1251.672072
-10.0,1,1251.679318
34.707143,14,1251.784805
10.002381,38,1252.060775
-9.221429,50,1252.421454
36.907143,13,1252.519185
-8.728571,50,1252.879399
16.357143,32,1253.112247
19.440476,29,1253.324256
-9.5,50,1253.685391
21.904762,27,1253.882708
-9.792857,50,1254.243698
-10.121429,50,1254.604722
33.640476,16,1254.724211
38.052381,11,1254.807873
27.897619,21,1254.962536
-9.009524,50,1255.32304
-10.942857,50,1255.683851
-0.166667,48,1256.029524
-9.111905,50,1256.390063
33.32619,15,1256.485675
34.92619,15,1256.591662
-9.928571,50,1256.952824
-8.964286,50,1257.314404
-10.828571,50,1257.676097
38.595238,11,1257.760086
-11.511905,9,1257.824315
34.133333,15,1257.936998
40.42619,10,1258.013236
-10.057143,50,1258.374513
-10.952381,50,1258.719232
5.219048,42,1259.022897
7.404762,40,1259.313033
-12.378571,50,1259.674536
-9.495238,50,1260.029834
31.145238,18,1260.163245
-11.035714,5,1260.204118
3.071429,44,1260.521515
-9.819048,50,1260.882711
-8.92619,50,1261.243765
13.680952,33,1261.467379
-2.15,49,1261.821733
-9.704762,50,1262.182784
-9.419048,50,1264.389271
-10.909524,50,1264.749744
-10.0,1,1264.75696
-10.411905,50,1265.10614
36.859524,13,1265.203866
-10.345238,2,1265.212577
6.2,41,1265.509052
14.564286,34,1265.754813
-9.55,50,1266.115672
-9.835714,50,1266.476481
28.885714,20,1266.624775
-9.569048,50,1266.985384
-10.957143,50,1267.347068
-10.72381,50,1267.708222
-9.27619,50,1268.068313
33.545238,16,1268.188036
-10.109524,50,1268.548998
-9.595238,50,1268.909528
-9.483333,50,1269.270961
-9.630952,50,1269.632396
24.82619,24,1269.809078
-9.447619,50,1270.169661
-9.57619,50,1270.530558
22.540476,26,1270.721
37.669048,12,1270.81183
10.997619,37,1271.080284
23.909524,25,1271.263807
-10.988095,50,1271.626029
-10.0,1,1271.633297
-9.678571,50,1271.994648
10.061905,38,1272.270476
18.540476,30,1272.48971
-10.0,1,1272.49697
-10.814286,50,1272.85872
-9.988095,50,1273.220615
2.67381,44,1273.539292
-9.709524,50,1273.900273
20.728571,28,1274.104955
6.340476,41,1274.402331
-10.880952,50,1274.763901
-10.02619,50,1275.102459
-9.580952,50,1275.463917
-11.042857,50,1275.824739
-9.397619,50,1276.185225
-9.85,50,1276.54649
-10.178571,50,1276.907837
25.219048,24,1277.083554
39.859524,10,1277.16266
-10.619048,50,1277.523845
-9.67619,50,1277.884233
41.919048,8,1277.941025
-10.283333,50,1278.301638
30.414286,19,1278.441895
-9.328571,50,1278.802644
-10.0,1,1278.810014
24.52619,24,1280.841115
40.197619,9,1280.888361
-11.72619,50,1281.214129
-9.116667,50,1281.567914
12.380952,35,1281.822405
46.795238,4,1281.856191
-9.402381,50,1282.215519
-8.378571,50,1282.572775
-8.952381,50,1282.932946
38.042857,12,1283.023871
-10.488095,50,1283.385537
-8.642857,50,1283.746229
-10.340476,2,1283.754921
-10.095238,50,1284.115487
8.17381,39,1284.398927
-10.909524,4,1284.42751
-10.340476,50,1284.788754
-8.87619,50,1285.150444
-9.671429,50,1285.511929
24.114286,25,1285.694608
-10.130952,50,1286.056619
38.030952,12,1286.147487
19.295238,29,1286.359203
22.033333,27,1286.556734
27.152381,22,1286.719003
-9.130952,50,1287.079718
-9.030952,50,1287.440552
37.069048,12,1287.531666
-11.033333,50,1287.893596
-9.980952,50,1288.255199
3.378571,43,1288.56677
13.297619,35,1288.821028
32.22381,17,1288.947438
-10.961905,3,1288.9575
46.735714,4,1288.991606
24.254762,24,1289.168079
-11.342857,50,1289.506662
-10.454762,50,1289.867785
40.971429,9,1289.937739
-10.014286,50,1290.288369
45.183333,5,1290.329828
13.602381,34,1290.577214
12.035714,35,1290.814175
1.1,45,1291.128152
-12.059524,50,1291.472842
33.85,16,1291.591856
46.790476,4,1291.626029
1.804762,45,1291.95152
42.37381,8,1292.014319
-10.0,1,1292.021584
42.533333,8,1292.08411
-10.464286,2,1292.103973
-9.092857,50,1292.453561
16.6,32,1292.686368
-4.411905,49,1293.04084
13.57619,34,1293.288475
-9.578571,50,1293.649957
34.588095,15,1293.762041
15.171429,32,1293.995271
31.121429,18,1294.128939
-9.021429,50,1294.489317
29.997619,19,1294.629572
25.109524,23,1294.781539
-10.719048,50,1295.131616
-8.754762,50,1295.492717
-10.002381,50,1297.726945
-12.321429,21,1297.882072
-10.521429,3,1297.909133
14.414286,32,1298.12004
21.383333,27,1298.312514
5.402381,42,1298.615907
-10.228571,50,1298.964849
-12.42381,50,1299.326341
1.038095,45,1299.653861
-11.22381,5,1299.68959
-9.061905,50,1300.04945
22.114286,26,1300.228496
-8.55,50,1300.589016
-9.811905,50,1300.942394
-9.735714,50,1301.30268
-9.388095,50,1301.662179
-10.702381,3,1301.672175
-9.019048,50,1302.030956
-8.997619,50,1302.389902
-10.847619,3,1302.399876
-10.4,2,1302.408435
-9.428571,50,1302.768172
-11.2,4,1302.773844
-9.419048,50,1303.132983
16.145238,32,1303.364993
41.397619,9,1303.434214
-0.378571,47,1303.772653
38.911905,11,1303.856354
36.790476,13,1303.953711
48.938095,2,1303.973332
45.564286,5,1304.014502
6.569048,40,1304.302935
-9.121429,50,1304.662713
35.77619,14,1304.761866
-8.895238,50,1305.120848
2.778571,45,1305.444566
-10.27619,50,1305.804376
-9.228571,50,1306.164389
-9.209524,50,1306.523679
-8.571429,50,1306.882411
-8.842857,50,1307.241735
-9.342857,50,1307.600655
40.678571,9,1307.670288
-10.12619,50,1308.025342
-10.921429,50,1308.368731
-8.509524,50,1308.729877
-10.569048,50,1309.092052
3.261905,44,1309.411052
8.540476,39,1309.695193
9.75,38,1309.971849
-8.742857,50,1310.333477
-8.602381,50,1310.695528
33.957143,16,1310.815456
-9.292857,50,1311.17772
18.716667,30,1311.397277
-9.642857,50,1311.742872
7.161905,40,1312.03385
-9.304762,50,1314.241056
-13.65,12,1314.321392
32.17619,17,1314.448243
13.088095,33,1314.677038
-10.490476,50,1315.038334
-8.704762,50,1315.401064
-10.404762,50,1315.759033
-8.464286,50,1316.120147
-8.947619,50,1316.480667
35.885714,14,1316.586125
0.828571,46,1316.914136
24.995238,24,1317.090703
-10.219048,50,1317.453102
29.438095,20,1317.601878
-9.883333,50,1317.964527
0.52381,47,1318.304406
-10.542857,3,1318.33159
30.604762,19,1318.472541
-9.159524,50,1318.834265
-9.414286,50,1319.196476
3.230952,44,1319.515491
-12.430952,18,1319.64882
-9.745238,50,1320.010654
18.216667,30,1320.230453
-8.652381,50,1320.593518
-8.819048,50,1320.955501
16.961905,30,1321.175278
-10.0,1,1321.176811
16.745238,31,1321.404004
-12.12619,21,1321.559544
-10.47381,50,1321.904456
11.378571,37,1322.172782
14.728571,34,1322.419625
32.15,17,1322.547233
16.138095,32,1322.780833
-9.921429,50,1323.14252
-9.452381,50,1323.504454
-8.952381,50,1323.86639
-9.57381,50,1324.228516
-9.140476,50,1324.589863
-11.178571,4,1324.612874
-8.557143,50,1324.974513
17.678571,31,1325.200782
-10.97381,50,1325.562341
-0.259524,47,1325.890997
1.733333,46,1326.22417
36.759524,12,1326.298913
-13.933333,50,1326.628101
-9.771429,50,1326.989558
-9.030952,50,1327.351041
-9.27381,50,1327.713224
-1.288095,47,1328.053167
26.807143,22,1328.215952
-8.478571,50,1328.577105
44.55,6,1328.625648
-12.959524,10,1330.551203
-10.0,1,1330.558572
-9.304762,50,1330.920158
11.690476,36,1331.177349
-9.057143,50,1331.533597
-9.164286,50,1331.896438
19.842857,28,1332.101713
9.364286,38,1332.37904
27.97619,21,1332.535182
-9.680952,50,1332.898803
-10.316667,50,1333.262807
-9.940476,50,1333.627279
-9.283333,50,1333.989147
43.364286,7,1334.044843
-10.140476,50,1334.407926
-11.659524,50,1334.760958
-9.666667,50,1335.12309
-9.664286,50,1335.486846
46.635714,4,1335.52116
-9.461905,50,1335.884544
-2.335714,49,1336.228485
-9.064286,50,1336.591866
15.454762,33,1336.832615
-12.264286,7,1336.871375
-12.502381,24,1337.048369
-8.559524,50,1337.411046
13.340476,35,1337.666667
-1.019048,47,1338.008046
22.602381,26,1338.199238
-9.519048,50,1338.563828
-9.616667,50,1338.927305
-9.704762,50,1339.291383
3.985714,43,1339.604689
-9.802381,50,1339.96925
-10.328571,50,1340.333114
-9.82619,50,1340.697788
1.490476,44,1341.0186
14.140476,33,1341.261018
6.435714,41,1341.558647
-10.0,1,1341.565922
-10.0,1,1341.573109
-10.335714,50,1341.937406
2.407143,45,1342.264508
27.42619,21,1342.420278
11.4,36,1342.677226
17.559524,30,1342.897548
-9.540476,50,1343.247838
17.328571,31,1343.474576
-9.490476,50,1343.836641
-9.661905,50,1344.199184
32.109524,17,1344.325898
17.77619,31,1344.55213
-10.790476,50,1344.914353
-9.914286,50,1345.277276
-10.402381,50,1347.485907
-9.857143,50,1347.833933
-9.311905,50,1348.19336
-11.25,4,1348.221826
-9.27381,50,1348.580713
-10.4,50,1348.929132
-10.288095,50,1349.289525
-9.538095,50,1349.650007
-10.828571,50,1350.005461
37.757143,12,1350.096557
0.738095,46,1350.428286
42.261905,8,1350.490744
-10.02381,50,1350.851873
37.335714,12,1350.943005
42.245238,8,1351.005671
-10.178571,50,1351.349668
32.433333,16,1351.458776
44.540476,6,1351.50681
-10.769048,50,1351.856281
-9.561905,50,1352.217984
-9.283333,50,1352.566919
1.604762,44,1352.885018
20.307143,28,1353.088899
3.654762,43,1353.399182
-9.807143,50,1353.759014
35.542857,14,1353.864248
-11.080952,50,1354.225008
-10.204762,50,1354.585894
7.178571,40,1354.875368
4.511905,42,1355.179052
40.02381,10,1355.255782
-9.240476,50,1355.617188
-9.514286,50,1355.977724
-10.37381,50,1356.337371
17.933333,30,1356.555533
-1.511905,47,1356.894583
-10.47619,50,1357.255135
-9.452381,50,1357.614367
-9.069048,50,1357.974095
19.745238,29,1358.185712
-10.354762,50,1358.546108
-9.945238,50,1358.906454
10.095238,38,1359.181747
-10.764286,50,1359.53114
37.92619,12,1359.622321
26.778571,22,1359.782975
-10.204762,50,1360.139201
10.897619,36,1360.39823
-10.352381,50,1360.747848
20.614286,28,1360.952225
-9.861905,50,1361.295593
-9.630952,50,1361.650768
35.897619,14,1361.75582
-15.147619,44,1363.968536
-10.628571,50,1364.329689
-10.416667,2,1364.338331
-11.42619,50,1364.69896
29.107143,20,1364.847297
7.211905,40,1365.137282
5.445238,42,1365.439556
26.883333,22,1365.600992
-9.642857,50,1365.961134
-10.121429,50,1366.321899
30.840476,18,1366.455826
35.561905,14,1366.56151
-8.978571,50,1366.92147
42.757143,7,1366.971672
5.697619,42,1367.275126
-11.261905,50,1367.613779
-10.0,1,1367.620986
-10.302381,50,1367.981534
-10.540476,50,1368.342648
-11.071429,50,1368.704186
-9.87619,50,1369.063833
-9.82619,50,1369.424009
-10.352381,50,1369.773424
-10.233333,50,1370.134541
29.497619,19,1370.275116
-9.02381,50,1370.635069
-8.454762,50,1370.994762
19.590476,28,1371.198503
-11.278571,50,1371.536345
-9.428571,50,1371.895174
-9.17381,50,1372.256653
-10.485714,50,1372.61817
-9.669048,50,1372.978548
-9.709524,50,1373.339647
5.142857,42,1373.643885
-9.978571,50,1374.007467
-11.585714,50,1374.337638
-9.27619,50,1374.704299
43.147619,7,1374.760028
-9.77619,50,1375.123518
-10.261905,50,1375.487168
-10.247619,50,1375.850126
-9.62381,50,1376.213493
-9.02619,50,1376.57681
46.480952,4,1376.611129
-9.728571,50,1376.9743
-9.735714,50,1377.337221
-9.761905,50,1377.700474
-9.785714,50,1378.064073
36.961905,12,1378.155419
-9.62381,50,1378.518244
15.104762,32,1380.605178
31.709524,18,1380.73907
-10.259524,50,1381.10136
-9.3,50,1381.462903
-10.111905,50,1381.825568
-10.352381,50,1382.187473
-9.954762,50,1382.551814
34.807143,15,1382.664505
-9.121429,50,1383.026303
19.411905,29,1383.239269
18.938095,28,1383.445173
-10.792857,50,1383.807816
-8.62381,50,1384.169703
29.616667,19,1384.310758
-11.67381,50,1384.673297
-9.180952,50,1385.035441
-9.621429,50,1385.397646
-9.021429,50,1385.759881
-9.983333,50,1386.12228
34.047619,15,1386.23514
-11.540476,7,1386.284754
-10.32619,50,1386.64768
15.740476,33,1386.888076
31.919048,17,1387.009646
24.614286,23,1387.178911
10.12619,37,1387.44074
-10.585714,50,1387.806637
-10.0,1,1387.813841
-9.469048,50,1388.176147
40.990476,9,1388.246101
14.488095,34,1388.492782
38.228571,12,1388.583824
31.588095,17,1388.710256
26.1,23,1388.879653
-10.333333,50,1389.241427
-9.72381,50,1389.603236
32.490476,17,1389.730429
28.130952,21,1389.885333
37.604762,12,1389.976949
-9.728571,50,1390.339121
34.438095,15,1390.451672
-11.292857,50,1390.785462
15.509524,33,1391.026347
0.230952,47,1391.366266
-8.361905,50,1391.728017
-9.202381,50,1392.089675
-14.914286,39,1392.368371
-13.104762,50,1392.730874
23.557143,25,1392.915811
8.788095,39,1393.199112
-9.840476,50,1393.562158
-8.554762,50,1393.923455
16.219048,31,1394.150608
6.145238,41,1394.448119
38.138095,11,1394.52127
-9.92381,50,1394.883497
23.25,24,1395.034435
24.978571,23,1395.187431
35.019048,15,1397.177672
-11.938095,50,1397.523291
26.419048,22,1397.685768
37.661905,12,1397.777122
-9.419048,50,1398.138572
38.054762,12,1398.229227
19.711905,29,1398.440864
-10.0,1,1398.448102
-8.821429,50,1398.808024
-12.116667,8,1398.86472
-11.12619,4,1398.887888
43.407143,7,1398.94364
-8.685714,50,1399.309421
-10.402381,2,1399.318229
-8.921429,50,1399.679927
33.902381,16,1399.799521
-8.978571,50,1400.161624
-8.859524,50,1400.523709
-9.178571,50,1400.881191
-9.304762,50,1401.243937
-10.314286,50,1401.601034
16.114286,31,1401.81146
-9.35,50,1402.17435
38.871429,11,1402.258266
36.038095,14,1402.36362
-15.478571,22,1402.475847
-10.2,50,1402.831213
-9.411905,50,1403.187789
-10.604762,50,1403.550909
-9.95,50,1403.913653
-9.880952,50,1404.276335
-9.435714,50,1404.63881
-10.32619,2,1404.653353
-9.438095,50,1405.016204
-9.695238,50,1405.378501
-8.595238,50,1405.73966
44.383333,6,1405.788568
27.192857,22,1405.950916
39.135714,11,1406.034857
36.147619,13,1406.133737
0.478571,46,1406.471076
-9.533333,50,1406.833516
-9.704762,50,1407.194865
-10.138095,50,1407.540111
-9.385714,50,1407.90202
-9.42619,50,1408.264552
-9.707143,50,1408.62657
-9.566667,50,1408.988273
-12.966667,50,1409.311802
39.890476,10,1409.388715
13.07381,33,1409.607551
-11.611905,50,1409.968813
-9.445238,50,1410.328584
-9.007143,50,1410.688711
1.211905,46,1411.020433
10.721429,37,1411.28793
-10.735714,50,1411.649
37.271429,12,1411.73986
37.07619,12,1411.814421
32.428571,17,1413.805899
-8.164286,50,1414.16401
22.852381,26,1414.35373
7.566667,39,1414.624512
-9.988095,50,1414.983886
-8.566667,50,1415.343511
44.6,6,1415.391707
-9.52619,50,1415.752715
-0.964286,47,1416.091502
-16.042857,20,1416.176833
3.342857,43,1416.487217
1.752381,45,1416.811551
-8.607143,50,1417.171232
-8.821429,50,1417.530389
-9.65,50,1417.890872
16.959524,32,1418.122053
-21.121429,40,1418.304367
9.261905,39,1418.585496
-9.761905,50,1418.946043
-9.816667,50,1419.307334
4.445238,43,1419.617902
-9.735714,50,1419.973347
-9.461905,50,1420.335681
47.792857,3,1420.362656
-9.742857,50,1420.72278
16.083333,32,1420.95603
-8.87619,50,1421.315542
-9.785714,50,1421.675857
29.014286,20,1421.823775
-12.016667,50,1422.18466
-10.616667,50,1422.544065
-9.166667,50,1422.903895
-10.0,1,1422.911097
25.471429,24,1423.08664
-15.259524,19,1423.165091
21.561905,27,1423.362724
-12.790476,10,1423.405835
-9.595238,50,1423.766597
19.183333,29,1423.978509
34.342857,15,1424.090413
-10.847619,50,1424.423414
-9.35,50,1424.783828
31.630952,18,1424.9172
-8.921429,50,1425.278185
35.728571,14,1425.38325
-9.233333,50,1425.743461
22.745238,26,1425.933949
-9.247619,50,1426.29502
10.47381,38,1426.569825
38.038095,11,1426.642754
-8.842857,50,1427.004306
4.083333,43,1427.316767
-9.561905,50,1427.679422
41.519048,9,1427.748785
-9.72619,50,1428.111054
-9.795238,50,1430.323287
-10.264286,50,1430.685307
30.378571,19,1430.820092
-10.0,1,1430.82729
-11.428571,5,1430.845926
34.457143,15,1430.958373
45.57619,5,1430.99953
11.795238,36,1431.261104
-9.804762,50,1431.623427
-9.047619,50,1431.984528
-9.833333,50,1432.346418
-12.111905,8,1432.403662
-9.566667,50,1432.765522
-8.719048,50,1433.126541
-9.242857,50,1433.488139
-9.328571,50,1433.849644
-11.588095,5,1433.885234
29.116667,20,1434.021916
-10.938095,6,1434.065294
-10.690476,50,1434.413289
-9.809524,50,1434.774649
27.997619,21,1434.930017
-9.652381,50,1435.29064
28.421429,21,1435.444994
43.478571,7,1435.500299
35.669048,13,1435.587574
-8.671429,50,1435.947836
-11.102381,4,1435.976425
23.283333,26,1436.166553
27.361905,22,1436.328415
-10.238095,50,1436.689497
-9.340476,50,1437.050364
17.595238,30,1437.26888
-8.897619,50,1437.629186
19.67381,29,1437.840468
-9.754762,50,1438.202839
-10.0,1,1438.210183
44.580952,6,1438.258578
-8.897619,50,1438.622047
34.157143,16,1438.74112
-9.969048,50,1439.102792
-10.102381,50,1439.463951
0.3,47,1439.803866
-9.528571,50,1440.16488
33.319048,16,1440.284444
-9.169048,50,1440.644772
13.409524,34,1440.892447
-9.645238,50,1441.247113
-9.328571,50,1441.608387
18.757143,29,1441.814921
-8.640476,50,1442.174724
-10.097619,50,1442.536666
36.902381,13,1442.634863
-9.65,50,1442.983861
33.088095,16,1443.103341
-8.685714,50,1443.463298
-10.669048,3,1443.484983
-10.0,1,1443.492204
-10.161905,50,1443.848054
-9.87381,50,1444.209385
-9.197619,50,1444.569384
-10.252381,50,1446.803153
-10.72381,5,1446.838693
-9.402381,50,1447.198495
42.3,8,1447.261131
18.954762,28,1447.437459
46.564286,4,1447.471372
-11.097619,50,1447.815289
-10.0,1,1447.822507
8.078571,38,1448.074684
6.028571,41,1448.371682
-17.142857,24,1448.480443
-9.707143,50,1448.841094
-9.766667,50,1449.202678
-9.552381,50,1449.563909
27.621429,22,1449.725764
47.77619,3,1449.753067
35.161905,14,1449.853513
26.878571,22,1450.016109
21.992857,27,1450.213861
19.857143,28,1450.418999
-10.0,1,1450.426268
36.069048,14,1450.53126
-11.683333,9,1450.595656
48.902381,2,1450.615413
-9.335714,50,1450.97564
-10.721429,50,1451.325701
-10.57381,4,1451.354195
24.535714,24,1451.531263
-11.919048,7,1451.576106
27.290476,22,1451.737993
7.288095,40,1452.027779
-9.021429,50,1452.388207
-10.0,1,1452.395592
30.1,19,1452.536448
-10.104762,50,1452.897471
-9.880952,50,1453.258528
29.721429,20,1453.406042
-9.280952,50,1453.767148
-8.878571,50,1454.127433
32.27619,17,1454.254551
-10.478571,4,1454.283168
41.309524,9,1454.353248
-9.040476,50,1454.715327
43.335714,7,1454.771
50.0,1,1454.783799
7.369048,40,1455.073046
-10.152381,50,1455.423742
35.409524,14,1455.528794
-10.17381,50,1455.891087
-9.802381,50,1456.251805
32.404762,17,1456.378688
0.640476,47,1456.717821
-10.0,1,1456.724923
8.385714,39,1457.007198
28.342857,20,1457.144153
-1.583333,47,1457.483489
20.169048,27,1457.682232
21.57619,27,1457.874339
26.966667,22,1458.036946
50.0,1,1458.049633
3.878571,43,1458.36054
-10.640476,50,1458.722085
0.295238,46,1459.055023
36.32619,13,1459.152988
-10.202381,50,1459.51423
43.645238,7,1459.569318
-10.080952,50,1459.931336
-10.511905,3,1459.953054
-10.197619,2,1459.967248
39.295238,11,1460.051332
13.954762,34,1460.299978
-9.466667,50,1460.660878
36.57619,13,1460.759104
23.066667,26,1460.949425
-8.961905,50,1461.309709
-1.761905,49,1463.502097
-9.090476,50,1463.863048
32.55,17,1463.98966
-9.197619,50,1464.350141
38.159524,12,1464.440706
-9.62381,50,1464.802571
23.5,23,1464.921705
-10.438095,50,1465.267934
-10.419048,2,1465.282269
5.419048,41,1465.581045
-9.414286,50,1465.94379
-9.688095,50,1466.29408
-9.592857,50,1466.655158
-10.057143,50,1467.006842
-8.769048,50,1467.368046
34.245238,15,1467.481189
-10.107143,50,1467.843072
1.466667,45,1468.169326
-8.62619,50,1468.529901
-9.616667,50,1468.892455
40.021429,10,1468.969417
24.714286,23,1469.139868
25.959524,23,1469.30908
-10.047619,50,1469.671515
16.388095,31,1469.8989
-9.22619,50,1470.261168
-9.230952,50,1470.622098
-9.821429,50,1470.978876
-9.640476,50,1471.329391
-9.052381,50,1471.6908
31.492857,18,1471.824308
-8.7,50,1472.184373
-10.0,1,1472.191643
20.816667,27,1472.383922
37.52619,12,1472.474954
-9.940476,50,1472.813221
20.854762,27,1473.0057
28.509524,19,1473.113089
11.516667,32,1473.285206
-10.0,1,1473.292473
40.17381,10,1473.369614
41.864286,8,1473.432064
-9.988095,50,1473.793828
2.009524,45,1474.119932
42.397619,8,1474.182585
7.088095,40,1474.472882
12.697619,35,1474.727536
-9.919048,50,1475.08927
-10.602381,3,1475.099519
-10.180952,50,1475.443924
-10.0,1,1475.451197
-10.0,50,1475.812018
9.183333,39,1476.094381
23.754762,24,1476.265764
-9.554762,50,1476.626841
34.866667,15,1476.738909
40.545238,9,1476.791845
-9.538095,50,1477.153195
12.257143,35,1477.408022
-9.640476,50,1477.769139
-9.219048,50,1479.9642
44.37619,6,1480.012337
-9.409524,50,1480.371263
-10.557143,3,1480.392682
22.747619,26,1480.582499
-2.383333,48,1480.906035
-9.519048,50,1481.266564
-8.904762,50,1481.627001
-8.752381,50,1481.98777
-9.892857,50,1482.348541
-11.038095,4,1482.365832
43.404762,7,1482.421509
-9.307143,50,1482.781323
-10.366667,50,1483.143109
31.383333,18,1483.277284
44.05,6,1483.325373
38.102381,12,1483.416125
-12.104762,12,1483.501804
-9.228571,50,1483.862637
-10.12381,50,1484.223268
-9.669048,50,1484.583755
-11.992857,6,1484.609542
-11.15,50,1484.953738
26.342857,22,1485.115143
-9.914286,50,1485.476197
-13.157143,9,1485.511867
31.866667,17,1485.638522
-8.769048,50,1485.999276
48.895238,2,1486.01938
0.135714,47,1486.358619
-9.392857,50,1486.719189
31.297619,18,1486.852781
-10.0,1,1486.85994
-0.492857,47,1487.194652
-9.271429,50,1487.555314
-8.761905,50,1487.916003
-10.652381,50,1488.277429
-9.8,50,1488.639392
-9.27619,50,1489.000908
7.661905,39,1489.284353
-12.133333,50,1489.583623
-9.871429,50,1489.944937
17.592857,30,1490.164413
-2.814286,49,1490.518604
-9.414286,50,1490.879857
29.533333,20,1491.027445
33.552381,16,1491.147134
-10.0,1,1491.154348
2.771429,44,1491.472684
-10.0,1,1491.479856
-10.416667,2,1491.482763
-9.933333,50,1491.844444
-9.55,50,1492.205099
25.366667,23,1492.363118
16.697619,32,1492.595271
-11.002381,5,1492.625377
-8.538095,50,1492.984957
-10.285714,50,1493.344939
11.35,36,1493.60581
28.002381,21,1493.760726
7.245238,40,1494.049512
18.442857,30,1494.267669
-11.454762,50,1496.464609
-3.12619,48,1496.787837
12.540476,36,1497.04763
19.297619,29,1497.25841
-14.204762,50,1497.511865
15.854762,30,1497.72947
-9.807143,50,1498.084368
-3.014286,48,1498.384824
19.783333,29,1498.596065
-9.030952,50,1498.956993
-9.27619,50,1499.317627
39.72619,10,1499.394251
-10.945238,50,1499.744602
-9.47619,50,1500.105806
-8.954762,50,1500.46697
22.630952,26,1500.657391
-3.133333,48,1501.004377
13.919048,33,1501.233618
-12.233333,7,1501.266757
28.245238,20,1501.414963
-10.916667,50,1501.741455
-9.540476,50,1502.10271
-8.388095,50,1502.461819
16.757143,32,1502.694232
21.828571,27,1502.891067
24.090476,25,1503.074087
45.72381,5,1503.11507
24.590476,24,1503.291576
7.209524,40,1503.583254
-10.330952,2,1503.597764
41.702381,8,1503.660822
-8.990476,50,1504.02414
35.340476,14,1504.130128
-8.854762,50,1504.492383
-10.966667,50,1504.855927
46.852381,4,1504.890284
35.02619,15,1505.002644
-9.780952,50,1505.366582
-15.042857,50,1505.662221
11.116667,36,1505.920037
-9.635714,50,1506.283006
40.785714,9,1506.353358
-16.07619,43,1506.621579
8.45,39,1506.905998
-8.445238,50,1507.268358
36.838095,13,1507.366668
29.938095,19,1507.508188
46.604762,4,1507.542874
-10.461905,50,1507.895844
-10.066667,50,1508.259026
-9.978571,50,1508.624213
10.804762,37,1508.894592
29.347619,20,1509.043756
-11.057143,50,1509.35038
-15.142857,22,1509.451239
-10.457143,50,1509.814415
30.261905,19,1509.955851
4.319048,43,1510.269095
29.204762,20,1510.4177
-8.319048,50,1512.632011
46.592857,4,1512.666456
37.009524,13,1512.764923
48.878571,2,1512.785007
33.638095,16,1512.905247
22.721429,26,1513.096575
-9.935714,50,1513.459057
12.07381,36,1513.720873
-8.695238,50,1514.083372
-8.935714,50,1514.446637
-9.164286,50,1514.809838
-10.259524,50,1515.173509
-10.0,1,1515.180831
-9.080952,50,1515.544492
40.209524,10,1515.620719
7.9,39,1515.898359
-9.761905,50,1516.258869
-9.247619,50,1516.619165
-10.0,1,1516.626227
-9.419048,50,1516.986708
43.669048,6,1517.035182
-10.659524,50,1517.396096
30.730952,18,1517.518717
5.809524,42,1517.822868
-1.221429,48,1518.169525
8.688095,39,1518.451776
24.328571,24,1518.62812
30.428571,19,1518.768658
-10.688095,50,1519.096086
37.761905,12,1519.187484
-8.645238,50,1519.548129
-9.647619,50,1519.909473
0.921429,43,1520.153035
50.0,1,1520.165675
-10.988095,50,1520.526205
10.119048,38,1520.800149
11.752381,35,1521.036606
-10.938095,50,1521.374099
23.42619,23,1521.504051
5.27381,42,1521.807368
-10.288095,50,1522.167951
-9.92619,50,1522.527759
42.32381,8,1522.590015
-9.17619,50,1522.950065
43.490476,7,1523.005215
18.628571,30,1523.222799
-10.385714,50,1523.58258
17.180952,31,1523.807804
18.645238,30,1524.025507
34.545238,15,1524.137364
33.509524,16,1524.255932
-11.792857,50,1524.592789
26.87381,22,1524.754522
-10.0,1,1524.761811
47.87381,3,1524.788396
-8.857143,50,1525.148872
8.485714,39,1525.432313
44.35,6,1525.480638
-8.788095,50,1525.841058
-8.92381,50,1526.201517
7.235714,41,1526.498984
-10.114286,50,1526.861711
12.942857,34,1527.10889
35.57381,13,1529.033379
-9.264286,50,1529.39556
-9.464286,50,1529.76075
21.728571,27,1529.957665
-0.538095,47,1530.297841
22.845238,26,1530.487473
22.180952,26,1530.678457
-9.454762,50,1531.039597
30.35,19,1531.180804
-10.133333,50,1531.541731
-11.352381,50,1531.887563
-8.830952,50,1532.248457
-10.564286,50,1532.610845
34.62381,15,1532.723286
5.797619,42,1533.026943
-9.159524,50,1533.387587
-9.840476,50,1533.749225
-9.669048,50,1534.111046
28.085714,20,1534.260263
5.552381,42,1534.564131
-9.433333,50,1534.924862
-10.152381,50,1535.264839
-9.440476,50,1535.626997
-9.207143,50,1535.988108
11.988095,36,1536.250296
-12.759524,50,1536.568088
-9.895238,50,1536.9308
48.911905,2,1536.950823
-9.219048,50,1537.312948
-9.652381,50,1537.674607
-9.957143,50,1538.035129
18.945238,30,1538.254061
17.471429,30,1538.473018
-10.0,1,1538.4803
-9.533333,50,1538.840897
