#{"t_start": 1668888091.39069, "env_id": null}
r,l,t
10.0,11,4885.116421
5.0,16,4885.669809
5.0,16,4886.258037
11.0,10,4886.633848
10.0,11,4887.019767
8.0,13,4887.48755
16.0,5,4887.665813
16.0,5,4887.84654
12.0,9,4888.164083
14.0,7,4888.427584
11.0,10,4888.7969
17.0,4,4888.937555
7.0,14,4889.433817
18.0,3,4889.54634
13.0,8,4889.83517
19.0,2,4889.908095
15.0,6,4890.130721
19.0,2,4890.203652
16.0,5,4890.37808
16.0,5,4890.562793
7.0,14,4891.065853
7.0,14,4891.578222
14.0,7,4891.819567
-10.0,3,4891.918092
18.0,3,4892.033686
9.0,12,4892.444794
10.0,11,4892.837607
9.0,12,4893.259245
9.0,12,4893.686619
15.0,6,4893.919808
8.0,13,4894.393118
12.0,9,4894.719243
-10.0,3,4894.824476
5.0,16,4895.40362
19.0,2,4895.480352
13.0,8,4895.76893
17.0,4,4895.923582
10.0,11,4896.314814
6.0,15,4896.862609
3.0,18,4897.507576
17.0,4,4897.658042
13.0,8,4897.953915
14.0,7,4898.209351
9.0,12,4898.647988
16.0,5,4898.837071
10.0,11,4899.229613
13.0,8,4899.534035
9.0,12,4899.971288
14.0,7,4900.223153
14.0,7,4900.470606
19.0,2,4900.542881
12.0,9,4900.864553
9.0,12,4901.287704
16.0,5,4901.467467
8.0,13,4901.929611
14.0,7,4902.175452
13.0,8,4902.459911
18.0,3,4902.563706
7.0,14,4903.050734
18.0,3,4903.160908
20.0,1,4903.198086
10.0,11,4903.60165
15.0,6,4903.815204
17.0,4,4903.960382
19.0,2,4904.040051
9.0,12,4904.473084
20.0,1,4904.512024
15.0,6,4904.730561
16.0,5,4904.910727
19.0,2,4904.991678
17.0,4,4905.138287
9.0,12,4905.554472
16.0,5,4905.741797
13.0,8,4906.035998
16.0,5,4906.227962
19.0,2,4906.304414
12.0,9,4906.642693
16.0,5,4906.841458
18.0,3,4906.948706
8.0,13,4907.429549
17.0,4,4907.582307
14.0,7,4907.829866
20.0,1,4907.869644
-10.0,3,4907.974756
6.0,15,4908.531328
12.0,9,4908.849374
3.0,18,4909.496591
17.0,4,4909.645946
13.0,8,4909.932194
13.0,8,4910.235686
12.0,9,4910.564209
7.0,14,4911.089968
15.0,6,4911.31055
8.0,13,4911.802143
13.0,8,4912.100216
16.0,5,4912.275668
8.0,13,4912.756182
9.0,12,4913.194181
11.0,10,4913.555838
4.0,17,4914.15413
11.0,10,4914.512522
13.0,8,4914.806506
10.0,11,4915.194901
17.0,4,4915.333613
19.0,2,4915.404125
18.0,3,4915.515492
19.0,2,4915.597403
5.0,16,4916.175583
10.0,11,4916.565596
15.0,6,4916.776611
6.0,15,4917.307759
14.0,7,4917.56249
15.0,6,4917.777122
10.0,11,4918.183923
4.0,17,4918.807495
18.0,3,4918.922156
9.0,12,4919.373504
11.0,10,4919.745364
11.0,10,4920.101485
12.0,9,4920.431081
9.0,12,4920.860815
9.0,12,4921.289486
16.0,5,4921.468472
15.0,6,4921.688165
17.0,4,4921.8406
18.0,3,4921.948725
14.0,7,4922.218292
10.0,11,4922.609062
15.0,6,4922.819888
7.0,14,4923.322472
14.0,7,4923.569969
14.0,7,4923.826772
15.0,6,4924.034236
9.0,12,4924.454263
14.0,7,4924.709036
18.0,3,4924.817142
11.0,10,4925.17392
6.0,15,4925.721906
8.0,13,4926.192666
14.0,7,4926.435409
14.0,7,4926.676777
11.0,10,4927.040236
13.0,8,4927.329723
8.0,13,4927.800541
9.0,12,4928.237667
19.0,2,4928.316762
19.0,2,4928.393108
15.0,6,4928.620023
10.0,11,4929.019021
15.0,6,4929.251793
12.0,9,4929.58743
14.0,7,4929.847453
10.0,11,4930.255653
15.0,6,4930.47015
11.0,10,4930.834269
15.0,6,4931.05864
13.0,8,4931.354667
9.0,12,4931.805384
11.0,10,4932.189774
16.0,5,4932.381348
10.0,11,4932.797168
18.0,3,4932.905721
5.0,16,4933.50737
9.0,12,4933.955037
15.0,6,4934.177239
15.0,6,4934.391944
17.0,4,4934.531921
15.0,6,4934.763618
19.0,2,4934.840298
17.0,4,4934.98996
10.0,11,4935.374527
6.0,15,4935.926452
16.0,5,4936.10629
9.0,12,4936.536826
8.0,13,4936.995151
16.0,5,4937.171639
2.0,19,4937.846964
9.0,12,4938.287138
8.0,13,4938.758281
18.0,3,4938.874097
6.0,15,4939.407559
16.0,5,4939.595513
-10.0,1,4939.626993
6.0,15,4940.167885
17.0,4,4940.313541
20.0,1,4940.351805
12.0,9,4940.672065
12.0,9,4940.993113
18.0,3,4941.110041
12.0,9,4941.423855
19.0,2,4941.496116
18.0,3,4941.61983
14.0,7,4941.876546
13.0,8,4942.169364
16.0,5,4942.361081
20.0,1,4942.4022
8.0,13,4942.871468
19.0,2,4942.946246
8.0,13,4943.424608
11.0,10,4943.77733
9.0,12,4944.207724
7.0,14,4944.704356
8.0,13,4945.188065
16.0,5,4945.371692
10.0,11,4945.776244
16.0,5,4945.967638
5.0,16,4946.544094
17.0,4,4946.690347
12.0,9,4947.015687
6.0,15,4947.54584
18.0,3,4947.65531
9.0,12,4948.086844
11.0,10,4948.439409
8.0,13,4948.894711
11.0,10,4949.246942
5.0,16,4949.806937
10.0,11,4950.202576
15.0,6,4950.421348
9.0,12,4950.876859
16.0,5,4951.055778
10.0,11,4951.471875
11.0,10,4951.838412
9.0,12,4952.280642
19.0,2,4952.358614
8.0,13,4952.823184
11.0,10,4953.188434
6.0,15,4953.721421
9.0,12,4954.148113
15.0,6,4954.365808
6.0,15,4954.898459
10.0,11,4955.311783
19.0,2,4955.385006
10.0,11,4955.780077
13.0,8,4956.073118
11.0,10,4956.424007
19.0,2,4956.497867
14.0,7,4956.752513
19.0,2,4956.823387
18.0,3,4956.93361
19.0,2,4957.010288
10.0,11,4957.40942
17.0,4,4957.55393
16.0,5,4957.739293
10.0,11,4958.141482
18.0,3,4958.249539
20.0,1,4958.288965
5.0,16,4958.847265
14.0,7,4959.098686
15.0,6,4959.301226
20.0,1,4959.33917
11.0,10,4959.692638
7.0,14,4960.185892
11.0,10,4960.556175
15.0,6,4960.793639
19.0,2,4960.869271
7.0,14,4961.405631
13.0,8,4961.692527
19.0,2,4961.7665
18.0,3,4961.879805
16.0,5,4962.064745
16.0,5,4962.247103
9.0,12,4962.682143
16.0,5,4962.872024
4.0,17,4963.500886
9.0,12,4963.936065
10.0,11,4964.332935
9.0,12,4964.761997
14.0,7,4965.007503
10.0,11,4965.395731
6.0,15,4965.93461
11.0,10,4966.295209
14.0,7,4966.542146
15.0,6,4966.764638
8.0,13,4967.249192
16.0,5,4967.438964
6.0,15,4967.981307
10.0,11,4968.387936
15.0,6,4968.605886
15.0,6,4968.829737
9.0,12,4969.260623
12.0,9,4969.579476
12.0,9,4969.906811
2.0,19,4970.585591
13.0,8,4970.872437
16.0,5,4971.058446
7.0,14,4971.567227
11.0,10,4971.939566
17.0,4,4972.088665
19.0,2,4972.168718
16.0,5,4972.353536
10.0,11,4972.743371
16.0,5,4972.913872
11.0,10,4973.267978
6.0,15,4973.812471
11.0,10,4974.171462
9.0,12,4974.616463
20.0,1,4974.660399
11.0,10,4975.037606
5.0,16,4975.629012
9.0,12,4976.074236
6.0,15,4976.608912
18.0,3,4976.72649
7.0,14,4977.231014
11.0,10,4977.593854
6.0,15,4978.133518
7.0,14,4978.638624
15.0,6,4978.862648
17.0,4,4979.007005
10.0,11,4979.397005
9.0,12,4979.826496
10.0,11,4980.222063
15.0,6,4980.444542
12.0,9,4980.79361
19.0,2,4980.869131
8.0,13,4981.34978
11.0,10,4981.719786
7.0,14,4982.232852
18.0,3,4982.345104
3.0,18,4983.000673
11.0,10,4983.376094
3.0,18,4984.028781
14.0,7,4984.282763
10.0,11,4984.700962
13.0,8,4984.991311
19.0,2,4985.062841
10.0,11,4985.454979
7.0,14,4985.950946
9.0,12,4986.394551
12.0,9,4986.737069
11.0,10,4987.109941
10.0,11,4987.506607
10.0,11,4987.90435
17.0,4,4988.055087
13.0,8,4988.347215
12.0,9,4988.673664
7.0,14,4989.178638
12.0,9,4989.50463
3.0,18,4990.149998
15.0,6,4990.366034
9.0,12,4990.788574
13.0,8,4991.066139
16.0,5,4991.256827
18.0,3,4991.371452
20.0,1,4991.408357
13.0,8,4991.692455
7.0,14,4992.192597
13.0,8,4992.479482
19.0,2,4992.555027
7.0,14,4993.056115
12.0,9,4993.374294
17.0,4,4993.520162
14.0,7,4993.766813
16.0,5,4993.9514
12.0,9,4994.274484
11.0,10,4994.631949
16.0,5,4994.806972
12.0,9,4995.123501
14.0,7,4995.373383
12.0,9,4995.692243
9.0,12,4996.120025
16.0,5,4996.312985
9.0,12,4996.72708
8.0,13,4997.191171
13.0,8,4997.478894
13.0,8,4997.754707
7.0,14,4998.236681
17.0,4,4998.381961
12.0,9,4998.710396
16.0,5,4998.892515
15.0,6,4999.124358
12.0,9,4999.449544
16.0,5,4999.638703
14.0,7,4999.884454
15.0,6,5000.104196
18.0,3,5000.216456
8.0,13,5000.692416
14.0,7,5000.956937
12.0,9,5001.295909
14.0,7,5001.538476
9.0,12,5001.97929
8.0,13,5002.440863
9.0,12,5002.866424
15.0,6,5003.090769
20.0,1,5003.12917
11.0,10,5003.491637
13.0,8,5003.777625
14.0,7,5004.031266
9.0,12,5004.461215
17.0,4,5004.604809
-10.0,5,5004.77167
8.0,13,5005.249945
16.0,5,5005.428856
11.0,10,5005.796796
8.0,13,5006.263628
19.0,2,5006.33677
18.0,3,5006.446226
17.0,4,5006.595865
15.0,6,5006.82256
-10.0,2,5006.892848
19.0,2,5006.976447
9.0,12,5007.428152
18.0,3,5007.545902
19.0,2,5007.627753
6.0,15,5008.173252
17.0,4,5008.319886
20.0,1,5008.357669
7.0,14,5008.866933
19.0,2,5008.94174
18.0,3,5009.056293
9.0,12,5009.499133
16.0,5,5009.684188
15.0,6,5009.891715
15.0,6,5010.115477
18.0,3,5010.229258
15.0,6,5010.441097
10.0,11,5010.856905
17.0,4,5011.003021
13.0,8,5011.29374
8.0,13,5011.756796
9.0,12,5012.181772
17.0,4,5012.332705
18.0,3,5012.444018
15.0,6,5012.677404
7.0,14,5013.187308
16.0,5,5013.365936
8.0,13,5013.829666
20.0,1,5013.868358
10.0,11,5014.272779
16.0,5,5014.451281
6.0,15,5015.003337
17.0,4,5015.151857
7.0,14,5015.666061
11.0,10,5016.030535
9.0,12,5016.464384
7.0,14,5016.974347
16.0,5,5017.152499
13.0,8,5017.438994
8.0,13,5017.90808
5.0,16,5018.493907
6.0,15,5019.034987
16.0,5,5019.230692
12.0,9,5019.555832
7.0,14,5020.056681
12.0,9,5020.380431
13.0,8,5020.671687
12.0,9,5020.993426
8.0,13,5021.464594
16.0,5,5021.644913
9.0,12,5022.070758
19.0,2,5022.145179
16.0,5,5022.321848
15.0,6,5022.542628
8.0,13,5022.995916
6.0,15,5023.538323
11.0,10,5023.909361
11.0,10,5024.268877
11.0,10,5024.642413
6.0,15,5025.204868
15.0,6,5025.416075
12.0,9,5025.750868
14.0,7,5026.004662
12.0,9,5026.336922
15.0,6,5026.545119
14.0,7,5026.796033
8.0,13,5027.262758
14.0,7,5027.515047
11.0,10,5027.878181
19.0,2,5027.952303
16.0,5,5028.145412
15.0,6,5028.360839
16.0,5,5028.550631
6.0,15,5029.08905
12.0,9,5029.40555
13.0,8,5029.712135
8.0,13,5030.162909
14.0,7,5030.410576
16.0,5,5030.591168
19.0,2,5030.663269
8.0,13,5031.129891
10.0,11,5031.523159
7.0,14,5032.033003
14.0,7,5032.279875
11.0,10,5032.63382
12.0,9,5032.955794
13.0,8,5033.241946
15.0,6,5033.458352
20.0,1,5033.49794
18.0,3,5033.620988
14.0,7,5033.885532
17.0,4,5034.039745
14.0,7,5034.299362
4.0,17,5034.929531
9.0,12,5035.360656
6.0,15,5035.899081
17.0,4,5036.040426
10.0,11,5036.442475
13.0,8,5036.728616
11.0,10,5037.096247
19.0,2,5037.174989
13.0,8,5037.463321
4.0,17,5038.068068
14.0,7,5038.329853
13.0,8,5038.622672
13.0,8,5038.914228
10.0,11,5039.306037
17.0,4,5039.447504
11.0,10,5039.817083
16.0,5,5039.996543
9.0,12,5040.415504
6.0,15,5040.959067
7.0,14,5041.45322
13.0,8,5041.733366
7.0,14,5042.221398
8.0,13,5042.678191
15.0,6,5042.891912
12.0,9,5043.213801
9.0,12,5043.6309
9.0,12,5044.049312
15.0,6,5044.27088
8.0,13,5044.742091
12.0,9,5045.059195
8.0,13,5045.516032
12.0,9,5045.837352
14.0,7,5046.083603
17.0,4,5046.226531
16.0,5,5046.406484
12.0,9,5046.717878
11.0,10,5047.081799
12.0,9,5047.39587
9.0,12,5047.821941
14.0,7,5048.070421
12.0,9,5048.399287
9.0,12,5048.829937
8.0,13,5049.279527
6.0,15,5049.830474
9.0,12,5050.24219
10.0,11,5050.622399
11.0,10,5050.977025
17.0,4,5051.120616
18.0,3,5051.232072
18.0,3,5051.343464
4.0,17,5051.956742
7.0,14,5052.473501
9.0,12,5052.907896
20.0,1,5052.945921
11.0,10,5053.311825
13.0,8,5053.605737
10.0,11,5054.009235
7.0,14,5054.515012
12.0,9,5054.840256
14.0,7,5055.090612
12.0,9,5055.417
15.0,6,5055.62944
6.0,15,5056.171909
16.0,5,5056.350101
13.0,8,5056.634232
16.0,5,5056.816597
10.0,11,5057.218349
19.0,2,5057.294858
7.0,14,5057.799996
14.0,7,5058.063923
10.0,11,5058.469433
9.0,12,5058.888644
13.0,8,5059.176152
7.0,14,5059.682384
12.0,9,5060.010393
11.0,10,5060.365726
-10.0,2,5060.435261
20.0,1,5060.475102
17.0,4,5060.626082
7.0,14,5061.142708
7.0,14,5061.654445
14.0,7,5061.919847
14.0,7,5062.169798
7.0,14,5062.706973
11.0,10,5063.075029
7.0,14,5063.600399
5.0,16,5064.165028
11.0,10,5064.524621
19.0,2,5064.600535
6.0,15,5065.133644
10.0,11,5065.532805
14.0,7,5065.776655
13.0,8,5066.065392
16.0,5,5066.250848
12.0,9,5066.575264
14.0,7,5066.827692
17.0,4,5066.970685
11.0,10,5067.316753
11.0,10,5067.67985
13.0,8,5067.98458
15.0,6,5068.211115
8.0,13,5068.699094
16.0,5,5068.893566
19.0,2,5068.969298
16.0,5,5069.155919
14.0,7,5069.409006
20.0,1,5069.450269
10.0,11,5069.84638
10.0,11,5070.255395
8.0,13,5070.743727
13.0,8,5071.035685
15.0,6,5071.248545
5.0,16,5071.810771
18.0,3,5071.915877
16.0,5,5072.098461
16.0,5,5072.270785
12.0,9,5072.600256
17.0,4,5072.737736
13.0,8,5073.030293
13.0,8,5073.308974
16.0,5,5073.492969
17.0,4,5073.642309
7.0,14,5074.144293
13.0,8,5074.432604
9.0,12,5074.86602
12.0,9,5075.183161
4.0,17,5075.785125
11.0,10,5076.133732
13.0,8,5076.430207
14.0,7,5076.685185
12.0,9,5077.006884
6.0,15,5077.524549
8.0,13,5077.979481
14.0,7,5078.236784
16.0,5,5078.417285
7.0,14,5078.919506
14.0,7,5079.173594
9.0,12,5079.60812
16.0,5,5079.944209
12.0,9,5080.259429
9.0,12,5080.674007
12.0,9,5080.995476
12.0,9,5081.310821
18.0,3,5081.417009
8.0,13,5081.882979
16.0,5,5082.066656
16.0,5,5082.247226
18.0,3,5082.360573
10.0,11,5082.751151
12.0,9,5083.075314
15.0,6,5083.288265
13.0,8,5083.584345
12.0,9,5083.907733
5.0,16,5084.472159
12.0,9,5084.799196
4.0,17,5085.405111
8.0,13,5085.884195
15.0,6,5086.101177
5.0,16,5086.692337
8.0,13,5087.157387
10.0,11,5087.556305
13.0,8,5087.839208
10.0,11,5088.238238
12.0,9,5088.569246
15.0,6,5088.790669
9.0,12,5089.229511
16.0,5,5089.405437
19.0,2,5089.485861
8.0,13,5089.971744
17.0,4,5090.11756
10.0,11,5090.533727
17.0,4,5090.69346
6.0,15,5091.242091
13.0,8,5091.534286
7.0,14,5092.033239
19.0,2,5092.111607
18.0,3,5092.219547
9.0,12,5092.641933
12.0,9,5092.959475
19.0,2,5093.033144
14.0,7,5093.290169
7.0,14,5093.786246
14.0,7,5094.035715
10.0,11,5094.423519
14.0,7,5094.673821
8.0,13,5095.142294
11.0,10,5095.492086
20.0,1,5095.536508
14.0,7,5095.791962
11.0,10,5096.151821
8.0,13,5096.616872
10.0,11,5097.005243
13.0,8,5097.291583
12.0,9,5097.602356
12.0,9,5097.939005
12.0,9,5098.266429
15.0,6,5098.488383
11.0,10,5098.842586
17.0,4,5098.991318
12.0,9,5099.309103
20.0,1,5099.347226
7.0,14,5099.853802
7.0,14,5100.368644
9.0,12,5100.810637
16.0,5,5100.997924
19.0,2,5101.073622
7.0,14,5101.572418
19.0,2,5101.652359
12.0,9,5101.985938
18.0,3,5102.090349
13.0,8,5102.376374
13.0,8,5102.665706
11.0,10,5103.023138
4.0,17,5103.63797
16.0,5,5103.808089
15.0,6,5104.019334
12.0,9,5104.343573
8.0,13,5104.809435
16.0,5,5104.99947
18.0,3,5105.112795
11.0,10,5105.466789
14.0,7,5105.708469
11.0,10,5106.056715
3.0,18,5106.685982
14.0,7,5106.937231
14.0,7,5107.187501
13.0,8,5107.483484
17.0,4,5107.637414
7.0,14,5108.15819
18.0,3,5108.267835
17.0,4,5108.422823
13.0,8,5108.716599
12.0,9,5109.047785
17.0,4,5109.195005
12.0,9,5109.519974
13.0,8,5109.805275
10.0,11,5110.2028
18.0,3,5110.314518
8.0,13,5110.777178
10.0,11,5111.173012
20.0,1,5111.214853
13.0,8,5111.502903
18.0,3,5111.621512
13.0,8,5111.906156
10.0,11,5112.31396
11.0,10,5112.660808
12.0,9,5112.984899
-10.0,7,5113.230032
14.0,7,5113.480829
17.0,4,5113.626766
19.0,2,5113.697515
13.0,8,5113.974789
10.0,11,5114.366296
11.0,10,5114.718907
15.0,6,5114.947902
13.0,8,5115.244311
19.0,2,5115.325345
14.0,7,5115.580598
18.0,3,5115.685533
9.0,12,5116.123364
13.0,8,5116.406744
12.0,9,5116.732742
19.0,2,5116.8075
11.0,10,5117.170708
15.0,6,5117.39726
13.0,8,5117.706836
14.0,7,5117.959638
11.0,10,5118.340381
9.0,12,5118.788826
10.0,11,5119.181058
16.0,5,5119.363607
-10.0,3,5119.472186
15.0,6,5119.692037
5.0,16,5120.26025
12.0,9,5120.588349
15.0,6,5120.800196
16.0,5,5120.981166
10.0,11,5121.382475
6.0,15,5121.922942
9.0,12,5122.360197
6.0,15,5122.883866
10.0,11,5123.273216
12.0,9,5123.60811
9.0,12,5124.049329
13.0,8,5124.349344
13.0,8,5124.638409
7.0,14,5125.141706
7.0,14,5125.659152
10.0,11,5126.053706
8.0,13,5126.532425
17.0,4,5126.679783
7.0,14,5127.1723
8.0,13,5127.631814
12.0,9,5127.969832
17.0,4,5128.116374
15.0,6,5128.330869
7.0,14,5128.830439
5.0,16,5129.409838
11.0,10,5129.772556
5.0,16,5130.336862
18.0,3,5130.448392
9.0,12,5130.8899
20.0,1,5130.926974
14.0,7,5131.173533
4.0,17,5131.788079
11.0,10,5132.168448
7.0,14,5132.672828
12.0,9,5132.989905
6.0,15,5133.535419
16.0,5,5133.720469
17.0,4,5133.870299
18.0,3,5133.98443
20.0,1,5134.023622
14.0,7,5134.270264
18.0,3,5134.390022
20.0,1,5134.430362
13.0,8,5134.710961
10.0,11,5135.117393
15.0,6,5135.332784
17.0,4,5135.47473
11.0,10,5135.85321
7.0,14,5136.355629
6.0,15,5136.895383
14.0,7,5137.156194
15.0,6,5137.363659
18.0,3,5137.470557
12.0,9,5137.795825
14.0,7,5138.062309
9.0,12,5138.484418
18.0,3,5138.60463
9.0,12,5139.037048
15.0,6,5139.257438
10.0,11,5139.652114
8.0,13,5140.112517
10.0,11,5140.492996
14.0,7,5140.731248
18.0,3,5140.84031
12.0,9,5141.167937
14.0,7,5141.426453
14.0,7,5141.685655
14.0,7,5141.929259
16.0,5,5142.109359
4.0,17,5142.707809
13.0,8,5143.000404
13.0,8,5143.287772
10.0,11,5143.71538
13.0,8,5144.009908
9.0,12,5144.450112
5.0,16,5145.050164
6.0,15,5145.591913
17.0,4,5145.742952
20.0,1,5145.786754
18.0,3,5145.897039
13.0,8,5146.205107
13.0,8,5146.50152
12.0,9,5146.837368
6.0,15,5147.384422
3.0,18,5148.046368
8.0,13,5148.512882
17.0,4,5148.66177
17.0,4,5148.802659
17.0,4,5148.957865
19.0,2,5149.032675
8.0,13,5149.499738
19.0,2,5149.569308
4.0,17,5150.175126
7.0,14,5150.684484
14.0,7,5150.950778
5.0,16,5151.544346
12.0,9,5151.874991
6.0,15,5152.412978
5.0,16,5152.988902
17.0,4,5153.143286
16.0,5,5153.335941
16.0,5,5153.523929
8.0,13,5153.977323
14.0,7,5154.231617
15.0,6,5154.45523
11.0,10,5154.816053
6.0,15,5155.359696
10.0,11,5155.759374
18.0,3,5155.867931
6.0,15,5156.402409
18.0,3,5156.516491
11.0,10,5156.880132
8.0,13,5157.349029
19.0,2,5157.420567
9.0,12,5157.855242
12.0,9,5158.179523
18.0,3,5158.286352
14.0,7,5158.54165
13.0,8,5158.823576
11.0,10,5159.182038
9.0,12,5159.626998
14.0,7,5159.887762
15.0,6,5160.105675
12.0,9,5160.454633
11.0,10,5160.816241
9.0,12,5161.253919
5.0,16,5161.833936
6.0,15,5162.372362
5.0,16,5162.947536
19.0,2,5163.02301
8.0,13,5163.489424
10.0,11,5163.871093
5.0,16,5164.436877
10.0,11,5164.831121
14.0,7,5165.075947
16.0,5,5165.259265
6.0,15,5165.794015
16.0,5,5165.974244
4.0,17,5166.596402
15.0,6,5166.824604
11.0,10,5167.186476
16.0,5,5167.378717
18.0,3,5167.495745
14.0,7,5167.753957
14.0,7,5168.018669
9.0,12,5168.441793
17.0,4,5168.59537
16.0,5,5168.786094
10.0,11,5169.181779
8.0,13,5169.644434
7.0,14,5170.164436
7.0,14,5170.667903
16.0,5,5170.85272
10.0,11,5171.253489
14.0,7,5171.52414
11.0,10,5171.897334
9.0,12,5172.34483
10.0,11,5172.746445
14.0,7,5173.017648
8.0,13,5173.502163
13.0,8,5173.798955
9.0,12,5174.238496
9.0,12,5174.67441
8.0,13,5175.140558
7.0,14,5175.638687
17.0,4,5175.791298
8.0,13,5176.241406
17.0,4,5176.390663
7.0,14,5176.889661
15.0,6,5177.105731
14.0,7,5177.353595
16.0,5,5177.528407
9.0,12,5177.946781
17.0,4,5178.099187
15.0,6,5178.327604
19.0,2,5178.404034
6.0,15,5178.94199
13.0,8,5179.234273
17.0,4,5179.376898
4.0,17,5179.995101
7.0,14,5180.523317
19.0,2,5180.599174
13.0,8,5180.90279
10.0,11,5181.311946
7.0,14,5181.821145
11.0,10,5182.181139
13.0,8,5182.481082
17.0,4,5182.629153
5.0,16,5183.21067
10.0,11,5183.615963
9.0,12,5184.067277
20.0,1,5184.104938
10.0,11,5184.510575
17.0,4,5184.659712
13.0,8,5184.948514
14.0,7,5185.198962
7.0,14,5185.709501
16.0,5,5185.897522
9.0,12,5186.325499
12.0,9,5186.642283
12.0,9,5186.963856
10.0,11,5187.371366
6.0,15,5187.9147
15.0,6,5188.12765
17.0,4,5188.274898
-10.0,2,5188.343503
12.0,9,5188.650397
14.0,7,5188.908098
13.0,8,5189.202717
11.0,10,5189.574625
10.0,11,5189.99148
5.0,16,5190.577685
12.0,9,5190.912343
9.0,12,5191.349212
12.0,9,5191.674297
13.0,8,5191.964406
14.0,7,5192.215616
17.0,4,5192.357018
7.0,14,5192.859429
17.0,4,5193.003065
10.0,11,5193.399489
8.0,13,5193.872687
13.0,8,5194.157985
12.0,9,5194.485636
10.0,11,5194.886276
18.0,3,5194.995346
20.0,1,5195.032866
7.0,14,5195.5391
10.0,11,5195.934426
8.0,13,5196.410585
18.0,3,5196.524573
14.0,7,5196.798213
17.0,4,5196.947278
16.0,5,5197.135606
18.0,3,5197.252583
5.0,16,5197.847371
17.0,4,5197.99648
3.0,18,5198.656365
18.0,3,5198.764262
10.0,11,5199.160547
11.0,10,5199.514068
17.0,4,5199.66537
18.0,3,5199.771712
7.0,14,5200.26878
9.0,12,5200.71033
13.0,8,5201.009795
13.0,8,5201.301324
14.0,7,5201.557687
18.0,3,5201.66149
10.0,11,5202.047513
16.0,5,5202.228472
14.0,7,5202.48313
7.0,14,5202.99017
18.0,3,5203.106257
15.0,6,5203.330003
10.0,11,5203.736635
10.0,11,5204.135193
9.0,12,5204.569884
20.0,1,5204.610053
16.0,5,5204.804161
17.0,4,5204.952566
8.0,13,5205.433861
15.0,6,5205.655056
16.0,5,5205.829139
14.0,7,5206.081525
6.0,15,5206.624974
12.0,9,5206.94606
8.0,13,5207.425226
18.0,3,5207.535868
11.0,10,5207.893687
11.0,10,5208.254409
13.0,8,5208.53995
12.0,9,5208.858155
13.0,8,5209.14434
8.0,13,5209.610848
16.0,5,5209.796517
10.0,11,5210.195822
6.0,15,5210.727394
18.0,3,5210.84087
20.0,1,5210.880682
10.0,11,5211.266185
9.0,12,5211.689185
16.0,5,5211.869699
20.0,1,5211.906538
18.0,3,5212.01468
9.0,12,5212.438684
14.0,7,5212.685974
14.0,7,5212.939109
12.0,9,5213.242181
5.0,16,5213.803485
9.0,12,5214.239643
15.0,6,5214.449299
10.0,11,5214.836018
15.0,6,5215.040462
15.0,6,5215.252428
12.0,9,5215.572026
15.0,6,5215.778417
18.0,3,5215.885042
16.0,5,5216.068415
12.0,9,5216.385399
17.0,4,5216.535776
4.0,17,5217.120776
15.0,6,5217.340783
7.0,14,5217.826903
4.0,17,5218.418491
9.0,12,5218.851971
9.0,12,5219.301757
4.0,17,5219.927161
11.0,10,5220.304034
7.0,14,5220.817053
7.0,14,5221.328673
13.0,8,5221.611722
17.0,4,5221.762957
10.0,11,5222.164042
8.0,13,5222.635735
16.0,5,5222.820878
8.0,13,5223.28601
13.0,8,5223.579474
11.0,10,5223.935478
12.0,9,5224.266001
16.0,5,5224.441047
4.0,17,5225.043172
12.0,9,5225.359294
8.0,13,5225.826106
12.0,9,5226.14835
5.0,16,5226.707293
4.0,17,5227.302317
16.0,5,5227.482049
16.0,5,5227.659969
10.0,11,5228.06092
18.0,3,5228.181262
14.0,7,5228.430836
17.0,4,5228.569716
16.0,5,5228.765633
12.0,9,5229.095577
14.0,7,5229.341431
9.0,12,5229.768406
13.0,8,5230.068526
16.0,5,5230.257574
9.0,12,5230.708688
17.0,4,5230.852054
7.0,14,5231.378824
15.0,6,5231.6135
5.0,16,5232.188677
20.0,1,5232.227761
19.0,2,5232.302765
14.0,7,5232.561646
20.0,1,5232.600071
10.0,11,5233.006676
4.0,17,5233.618316
19.0,2,5233.690484
20.0,1,5233.731254
11.0,10,5234.09059
7.0,14,5234.609101
13.0,8,5234.892794
15.0,6,5235.114239
10.0,11,5235.502248
13.0,8,5235.794333
12.0,9,5236.124715
-10.0,2,5236.187456
9.0,12,5236.608518
9.0,12,5237.042383
13.0,8,5237.330054
13.0,8,5237.620457
18.0,3,5237.736685
8.0,13,5238.216978
9.0,12,5238.664528
9.0,12,5239.096022
19.0,2,5239.178258
12.0,9,5239.504667
10.0,11,5239.914759
6.0,15,5240.45424
12.0,9,5240.775262
15.0,6,5240.994052
16.0,5,5241.17751
13.0,8,5241.472395
9.0,12,5241.905323
17.0,4,5242.045385
18.0,3,5242.161457
10.0,11,5242.559402
15.0,6,5242.774381
16.0,5,5242.948109
18.0,3,5243.054037
14.0,7,5243.307834
18.0,3,5243.421456
16.0,5,5243.601538
8.0,13,5244.050762
19.0,2,5244.145769
18.0,3,5244.252624
15.0,6,5244.458416
9.0,12,5244.896749
10.0,11,5245.301539
16.0,5,5245.486696
12.0,9,5245.844735
12.0,9,5246.174423
13.0,8,5246.484952
11.0,10,5246.850761
10.0,11,5247.247116
13.0,8,5247.530257
