#{"t_start": 1668888091.39069, "env_id": null}
r,l,t
11.0,10,2277.078764
16.0,5,2277.273431
13.0,8,2277.565054
8.0,13,2278.045094
12.0,9,2278.381784
16.0,5,2278.566551
16.0,5,2278.760499
18.0,3,2278.873987
10.0,11,2279.27166
6.0,15,2279.810331
14.0,7,2280.059178
16.0,5,2280.251091
7.0,14,2280.756348
17.0,4,2280.90063
16.0,5,2281.088689
10.0,11,2281.490293
12.0,9,2281.819219
7.0,14,2282.306407
6.0,15,2282.852841
8.0,13,2283.315256
14.0,7,2283.568039
13.0,8,2283.852402
16.0,5,2284.033236
9.0,12,2284.447591
9.0,12,2284.85557
13.0,8,2285.152952
20.0,1,2285.191637
19.0,2,2285.261499
12.0,9,2285.588159
17.0,4,2285.73351
13.0,8,2286.023801
9.0,12,2286.449465
4.0,17,2287.054044
10.0,11,2287.44709
8.0,13,2287.924052
7.0,14,2288.453297
17.0,4,2288.597923
17.0,4,2288.749683
11.0,10,2289.104718
18.0,3,2289.221807
13.0,8,2289.511866
17.0,4,2289.66423
16.0,5,2289.845983
13.0,8,2290.14309
10.0,11,2290.536314
9.0,12,2290.9729
11.0,10,2291.347742
8.0,13,2291.818087
8.0,13,2292.290522
6.0,15,2292.841373
6.0,15,2293.383081
12.0,9,2293.714431
16.0,5,2293.89503
-10.0,8,2294.178344
13.0,8,2294.471302
15.0,6,2294.69359
13.0,8,2294.99825
17.0,4,2295.14167
13.0,8,2295.43389
7.0,14,2295.940934
16.0,5,2296.125444
16.0,5,2296.309639
10.0,11,2296.700363
15.0,6,2296.920425
15.0,6,2297.147655
7.0,14,2297.653364
6.0,15,2298.178546
10.0,11,2298.571676
7.0,14,2299.072124
9.0,12,2299.515777
13.0,8,2299.818711
16.0,5,2300.014411
15.0,6,2300.242044
7.0,14,2300.734465
16.0,5,2300.909103
13.0,8,2301.211241
14.0,7,2301.458847
6.0,15,2302.018046
3.0,18,2302.644891
7.0,14,2303.148677
13.0,8,2303.436121
6.0,15,2303.958167
18.0,3,2304.067218
11.0,10,2304.441555
17.0,4,2304.586597
11.0,10,2304.936499
17.0,4,2305.080672
15.0,6,2305.282993
11.0,10,2305.636204
13.0,8,2305.922532
9.0,12,2306.347121
12.0,9,2306.66962
-10.0,1,2306.700078
11.0,10,2307.055878
14.0,7,2307.302542
12.0,9,2307.637183
18.0,3,2307.743584
15.0,6,2307.95471
15.0,6,2308.171654
6.0,15,2308.715701
5.0,16,2309.28505
9.0,12,2309.724755
10.0,11,2310.112096
9.0,12,2310.551862
8.0,13,2311.027431
17.0,4,2311.175489
17.0,4,2311.319076
14.0,7,2311.583833
20.0,1,2311.624274
14.0,7,2311.878294
15.0,6,2312.104642
13.0,8,2312.399329
11.0,10,2312.77401
7.0,14,2313.276167
8.0,13,2313.739298
9.0,12,2314.169515
13.0,8,2314.453104
10.0,11,2314.835481
11.0,10,2315.188038
18.0,3,2315.296869
11.0,10,2315.656946
7.0,14,2316.133884
19.0,2,2316.205056
17.0,4,2316.349429
5.0,16,2316.910923
15.0,6,2317.134306
6.0,15,2317.647573
9.0,12,2318.076807
11.0,10,2318.426826
17.0,4,2318.561574
16.0,5,2318.742275
17.0,4,2318.894565
8.0,13,2319.346708
18.0,3,2319.460252
9.0,12,2319.883435
6.0,15,2320.396735
12.0,9,2320.720542
12.0,9,2321.038582
9.0,12,2321.459136
8.0,13,2321.921586
16.0,5,2322.111514
16.0,5,2322.290328
13.0,8,2322.58665
16.0,5,2322.75835
14.0,7,2323.010112
11.0,10,2323.356262
17.0,4,2323.502876
8.0,13,2323.956578
17.0,4,2324.111173
7.0,14,2324.603249
13.0,8,2324.900612
15.0,6,2325.121224
18.0,3,2325.225944
9.0,12,2325.667984
15.0,6,2325.883017
12.0,9,2326.205378
3.0,18,2326.852582
12.0,9,2327.16431
12.0,9,2327.49474
11.0,10,2327.860418
12.0,9,2328.185412
14.0,7,2328.435233
13.0,8,2328.723747
6.0,15,2329.246889
7.0,14,2329.739244
17.0,4,2329.896907
19.0,2,2329.968318
9.0,12,2330.399849
12.0,9,2330.730162
-10.0,3,2330.835973
7.0,14,2331.344821
14.0,7,2331.605818
11.0,10,2331.976626
15.0,6,2332.207175
2.0,19,2332.881912
8.0,13,2333.361495
12.0,9,2333.671375
18.0,3,2333.787791
5.0,16,2334.361525
17.0,4,2334.513659
18.0,3,2334.626149
16.0,5,2334.807678
14.0,7,2335.059716
16.0,5,2335.239638
17.0,4,2335.385589
15.0,6,2335.610652
14.0,7,2335.859432
8.0,13,2336.321018
13.0,8,2336.611459
5.0,16,2337.176683
-10.0,6,2337.39018
14.0,7,2337.633779
15.0,6,2337.849417
15.0,6,2338.067219
16.0,5,2338.240824
9.0,12,2338.662254
11.0,10,2339.012914
14.0,7,2339.260166
10.0,11,2339.668401
5.0,16,2340.224028
15.0,6,2340.437007
8.0,13,2340.882515
19.0,2,2340.952629
17.0,4,2341.105965
11.0,10,2341.450367
7.0,14,2341.941281
16.0,5,2342.122057
13.0,8,2342.409358
10.0,11,2342.785357
18.0,3,2342.896377
7.0,14,2343.405463
18.0,3,2343.516229
6.0,15,2344.057859
11.0,10,2344.413995
13.0,8,2344.700108
12.0,9,2345.027396
7.0,14,2345.537265
18.0,3,2345.649787
9.0,12,2346.080089
5.0,16,2346.651652
16.0,5,2346.838362
7.0,14,2347.346413
5.0,16,2347.913176
13.0,8,2348.207709
7.0,14,2348.718692
20.0,1,2348.758336
13.0,8,2349.053114
8.0,13,2349.52522
15.0,6,2349.751188
16.0,5,2349.935614
6.0,15,2350.482188
13.0,8,2350.76291
11.0,10,2351.12255
7.0,14,2351.636818
8.0,13,2352.117359
20.0,1,2352.15646
16.0,5,2352.343722
19.0,2,2352.417012
12.0,9,2352.740266
17.0,4,2352.886637
17.0,4,2353.032319
9.0,12,2353.47411
7.0,14,2353.974118
17.0,4,2354.120721
11.0,10,2354.478437
9.0,12,2354.909957
16.0,5,2355.096388
13.0,8,2355.375953
17.0,4,2355.525929
18.0,3,2355.637321
18.0,3,2355.756611
19.0,2,2355.830409
17.0,4,2355.977785
15.0,6,2356.179883
13.0,8,2356.463499
20.0,1,2356.503272
14.0,7,2356.750329
10.0,11,2357.140247
11.0,10,2357.48729
10.0,11,2357.904905
8.0,13,2358.527507
12.0,9,2358.858836
9.0,12,2359.293907
15.0,6,2359.516204
13.0,8,2359.812477
17.0,4,2359.964006
18.0,3,2360.080246
18.0,3,2360.195143
12.0,9,2360.516409
10.0,11,2360.921017
9.0,12,2361.359703
12.0,9,2361.682307
11.0,10,2362.033506
15.0,6,2362.248372
10.0,11,2362.645472
15.0,6,2362.867344
13.0,8,2363.149662
15.0,6,2363.363896
16.0,5,2363.548265
7.0,14,2364.05688
19.0,2,2364.134414
15.0,6,2364.351047
15.0,6,2364.577379
8.0,13,2365.060162
14.0,7,2365.320219
20.0,1,2365.359709
12.0,9,2365.695771
6.0,15,2366.230199
18.0,3,2366.35058
17.0,4,2366.51339
12.0,9,2366.842574
17.0,4,2366.983403
17.0,4,2367.142843
19.0,2,2367.223543
14.0,7,2367.473694
11.0,10,2367.837279
4.0,17,2368.425819
-10.0,1,2368.455788
20.0,1,2368.497247
5.0,16,2369.07411
15.0,6,2369.294614
8.0,13,2369.745537
10.0,11,2370.137926
13.0,8,2370.423143
6.0,15,2370.947663
7.0,14,2371.442325
16.0,5,2371.616923
16.0,5,2371.802051
14.0,7,2372.052371
12.0,9,2372.371336
13.0,8,2372.660557
10.0,11,2373.044503
19.0,2,2373.120306
7.0,14,2373.617977
12.0,9,2373.938649
6.0,15,2374.482499
15.0,6,2374.707409
15.0,6,2374.939919
10.0,11,2375.346288
17.0,4,2375.503874
17.0,4,2375.652688
16.0,5,2375.852056
8.0,13,2376.3238
14.0,7,2376.580251
18.0,3,2376.694687
19.0,2,2376.769426
8.0,13,2377.234204
5.0,16,2377.812007
15.0,6,2378.034445
12.0,9,2378.383069
8.0,13,2378.850673
7.0,14,2379.355453
18.0,3,2379.465265
16.0,5,2379.64273
12.0,9,2379.975356
9.0,12,2380.408474
10.0,11,2380.819272
17.0,4,2380.962162
15.0,6,2381.176159
11.0,10,2381.537164
16.0,5,2381.735324
14.0,7,2381.991134
12.0,9,2382.304
7.0,14,2382.828229
7.0,14,2383.336586
12.0,9,2383.659348
15.0,6,2383.876715
9.0,12,2384.330328
10.0,11,2384.740296
8.0,13,2385.224473
12.0,9,2385.553809
13.0,8,2385.842021
8.0,13,2386.311445
14.0,7,2386.565787
15.0,6,2386.781185
12.0,9,2387.10232
16.0,5,2387.276886
10.0,11,2387.681524
13.0,8,2387.988694
15.0,6,2388.202563
15.0,6,2388.429468
13.0,8,2388.705566
6.0,15,2389.250701
7.0,14,2389.742453
14.0,7,2390.000164
12.0,9,2390.330101
9.0,12,2390.770934
11.0,10,2391.133429
14.0,7,2391.380611
19.0,2,2391.45265
13.0,8,2391.758957
6.0,15,2392.295613
7.0,14,2392.814185
18.0,3,2392.932361
10.0,11,2393.337043
11.0,10,2393.700383
14.0,7,2393.957049
16.0,5,2394.152816
7.0,14,2394.663687
7.0,14,2395.17109
15.0,6,2395.382642
10.0,11,2395.792892
16.0,5,2395.980582
11.0,10,2396.342797
18.0,3,2396.451181
18.0,3,2396.564576
8.0,13,2397.03004
8.0,13,2397.507115
13.0,8,2397.800083
14.0,7,2398.051217
9.0,12,2398.490168
14.0,7,2398.748782
8.0,13,2399.230245
14.0,7,2399.475073
12.0,9,2399.812016
7.0,14,2400.318192
14.0,7,2400.574138
9.0,12,2401.0273
9.0,12,2401.485365
13.0,8,2401.777125
10.0,11,2402.180069
-10.0,5,2402.351284
12.0,9,2402.68048
18.0,3,2402.796653
9.0,12,2403.227573
16.0,5,2403.402674
15.0,6,2403.616376
10.0,11,2404.009164
19.0,2,2404.088216
8.0,13,2404.556819
10.0,11,2404.941381
9.0,12,2405.355914
12.0,9,2405.680394
7.0,14,2406.1845
6.0,15,2406.707973
15.0,6,2406.948804
16.0,5,2407.134699
9.0,12,2407.570275
9.0,12,2408.014341
19.0,2,2408.098576
10.0,11,2408.485918
15.0,6,2408.703616
14.0,7,2408.963088
4.0,17,2409.576175
15.0,6,2409.797719
13.0,8,2410.090392
-5,20,2410.811816
4.0,17,2411.422127
18.0,3,2411.532118
15.0,6,2411.746926
5.0,16,2412.331879
14.0,7,2412.59029
9.0,12,2413.021949
7.0,14,2413.514991
13.0,8,2413.79887
17.0,4,2413.940908
11.0,10,2414.299964
9.0,12,2414.731355
6.0,15,2415.286088
12.0,9,2415.608058
5.0,16,2416.172006
3.0,18,2416.807608
20.0,1,2416.847223
15.0,6,2417.069072
7.0,14,2417.584674
17.0,4,2417.739941
5.0,16,2418.338692
14.0,7,2418.603845
10.0,11,2418.998266
16.0,5,2419.187552
16.0,5,2419.366226
12.0,9,2419.707637
14.0,7,2419.957924
7.0,14,2420.462838
10.0,11,2420.860218
12.0,9,2421.173034
13.0,8,2421.461343
12.0,9,2421.785335
11.0,10,2422.156035
3.0,18,2422.793759
15.0,6,2423.011459
13.0,8,2423.296459
20.0,1,2423.336521
7.0,14,2423.84263
13.0,8,2424.123003
10.0,11,2424.518622
7.0,14,2425.008284
17.0,4,2425.151025
7.0,14,2425.640052
12.0,9,2425.976873
17.0,4,2426.114867
7.0,14,2426.610625
19.0,2,2426.687954
11.0,10,2427.067878
11.0,10,2427.430963
15.0,6,2427.660118
6.0,15,2428.216013
15.0,6,2428.443121
20.0,1,2428.482516
14.0,7,2428.724591
12.0,9,2429.057422
12.0,9,2429.390061
8.0,13,2429.863866
17.0,4,2430.018738
8.0,13,2430.475164
16.0,5,2430.656459
18.0,3,2430.763755
9.0,12,2431.198364
17.0,4,2431.342582
9.0,12,2431.774008
13.0,8,2432.061878
18.0,3,2432.170136
16.0,5,2432.343836
6.0,15,2432.865598
17.0,4,2433.007206
12.0,9,2433.325556
8.0,13,2433.78901
9.0,12,2434.20686
16.0,5,2434.383426
19.0,2,2434.454746
19.0,2,2434.526147
9.0,12,2434.948723
13.0,8,2435.241178
11.0,10,2435.591982
14.0,7,2435.841392
9.0,12,2436.262173
8.0,13,2436.71599
10.0,11,2437.111957
15.0,6,2437.339306
15.0,6,2437.563463
9.0,12,2437.99902
14.0,7,2438.258979
17.0,4,2438.414246
15.0,6,2438.636069
15.0,6,2438.865928
10.0,11,2439.263009
6.0,15,2439.802124
13.0,8,2440.088787
8.0,13,2440.561206
11.0,10,2440.919995
12.0,9,2441.238477
18.0,3,2441.344029
17.0,4,2441.502909
9.0,12,2441.922952
2.0,19,2442.592418
8.0,13,2443.066857
10.0,11,2443.47025
9.0,12,2443.883878
15.0,6,2444.10703
10.0,11,2444.492887
19.0,2,2444.569509
13.0,8,2444.853527
6.0,15,2445.382384
9.0,12,2445.812628
10.0,11,2446.20575
9.0,12,2446.625221
10.0,11,2447.017424
6.0,15,2447.532878
14.0,7,2447.775213
5.0,16,2448.319837
10.0,11,2448.709816
13.0,8,2448.9842
13.0,8,2449.289042
17.0,4,2449.423643
9.0,12,2449.851426
17.0,4,2450.000009
9.0,12,2450.443797
16.0,5,2450.630249
4.0,17,2451.245133
20.0,1,2451.284163
7.0,14,2451.793816
10.0,11,2452.198346
8.0,13,2452.681715
9.0,12,2453.121808
11.0,10,2453.478729
4.0,17,2454.08126
17.0,4,2454.221478
16.0,5,2454.405603
18.0,3,2454.523193
7.0,14,2455.047204
16.0,5,2455.236033
15.0,6,2455.460042
14.0,7,2455.710285
18.0,3,2455.822262
17.0,4,2455.966794
15.0,6,2456.184174
11.0,10,2456.549125
11.0,10,2456.914005
18.0,3,2457.022989
15.0,6,2457.250043
13.0,8,2457.542549
12.0,9,2457.866047
8.0,13,2458.34764
18.0,3,2458.457129
4.0,17,2459.090328
17.0,4,2459.240039
10.0,11,2459.644215
9.0,12,2460.097175
9.0,12,2460.527363
19.0,2,2460.60105
19.0,2,2460.679134
12.0,9,2461.012963
6.0,15,2461.554256
16.0,5,2461.735461
12.0,9,2462.065801
13.0,8,2462.348874
16.0,5,2462.524789
17.0,4,2462.673383
10.0,11,2463.064254
18.0,3,2463.173066
8.0,13,2463.638481
10.0,11,2464.028946
18.0,3,2464.142288
19.0,2,2464.220237
6.0,15,2464.75364
10.0,11,2465.134035
13.0,8,2465.411602
14.0,7,2465.647034
10.0,11,2466.044792
7.0,14,2466.542011
8.0,13,2466.996953
7.0,14,2467.478392
7.0,14,2467.974514
12.0,9,2468.294194
5.0,16,2468.870786
18.0,3,2468.989533
15.0,6,2469.212168
9.0,12,2469.639919
7.0,14,2470.133317
8.0,13,2470.582891
11.0,10,2470.929567
19.0,2,2471.008236
10.0,11,2471.406867
10.0,11,2471.786783
13.0,8,2472.074144
16.0,5,2472.26011
14.0,7,2472.496928
10.0,11,2472.876392
18.0,3,2472.991605
12.0,9,2473.31336
12.0,9,2473.655948
9.0,12,2474.09619
13.0,8,2474.392436
10.0,11,2474.794828
6.0,15,2475.350293
10.0,11,2475.748679
5.0,16,2476.330954
10.0,11,2476.738803
9.0,12,2477.155488
17.0,4,2477.30739
7.0,14,2477.820589
12.0,9,2478.147061
16.0,5,2478.328999
10.0,11,2478.732026
10.0,11,2479.146993
9.0,12,2479.581942
13.0,8,2479.894438
9.0,12,2480.323918
11.0,10,2480.693809
19.0,2,2480.773391
15.0,6,2481.000746
13.0,8,2481.297602
16.0,5,2481.487474
7.0,14,2482.002735
12.0,9,2482.32898
10.0,11,2482.727956
17.0,4,2482.873913
6.0,15,2483.413022
9.0,12,2483.842211
7.0,14,2484.354779
11.0,10,2484.710237
15.0,6,2484.927196
14.0,7,2485.181685
17.0,4,2485.321712
9.0,12,2485.747054
17.0,4,2485.88555
8.0,13,2486.353735
12.0,9,2486.670155
12.0,9,2487.001024
6.0,15,2487.554255
11.0,10,2487.924012
12.0,9,2488.257905
10.0,11,2488.664742
11.0,10,2489.042051
13.0,8,2489.337747
19.0,2,2489.417933
10.0,11,2489.823682
13.0,8,2490.111722
9.0,12,2490.540451
15.0,6,2490.760833
14.0,7,2491.018065
16.0,5,2491.199238
14.0,7,2491.452416
11.0,10,2491.795044
17.0,4,2491.947784
12.0,9,2492.271552
17.0,4,2492.425101
6.0,15,2492.958302
6.0,15,2493.5008
13.0,8,2493.793732
19.0,2,2493.871893
8.0,13,2494.330324
5.0,16,2494.880848
14.0,7,2495.142765
6.0,15,2495.673271
8.0,13,2496.13113
8.0,13,2496.609948
15.0,6,2496.828346
4.0,17,2497.464585
12.0,9,2497.799685
14.0,7,2498.067013
16.0,5,2498.255273
16.0,5,2498.429293
18.0,3,2498.54545
15.0,6,2498.759763
9.0,12,2499.214236
20.0,1,2499.250932
9.0,12,2499.680566
17.0,4,2499.823784
16.0,5,2500.013519
8.0,13,2500.477987
19.0,2,2500.554418
4.0,17,2501.152333
16.0,5,2501.327853
14.0,7,2501.580005
17.0,4,2501.732428
13.0,8,2502.020243
19.0,2,2502.102036
11.0,10,2502.448018
17.0,4,2502.595079
17.0,4,2502.734696
20.0,1,2502.777032
14.0,7,2503.030561
15.0,6,2503.249007
14.0,7,2503.512216
14.0,7,2503.779473
10.0,11,2504.189193
9.0,12,2504.640583
10.0,11,2505.052205
8.0,13,2505.520456
12.0,9,2505.855466
9.0,12,2506.28335
14.0,7,2506.539884
14.0,7,2506.788454
15.0,6,2507.008863
7.0,14,2507.514421
13.0,8,2507.818426
18.0,3,2507.931172
8.0,13,2508.403404
16.0,5,2508.586352
14.0,7,2508.832911
-10.0,1,2508.863648
17.0,4,2509.005788
14.0,7,2509.254218
16.0,5,2509.435974
14.0,7,2509.691815
18.0,3,2509.805706
17.0,4,2509.952702
12.0,9,2510.262335
15.0,6,2510.485623
12.0,9,2510.808995
15.0,6,2511.02079
6.0,15,2511.560272
17.0,4,2511.710111
12.0,9,2512.022397
9.0,12,2512.437543
16.0,5,2512.621417
13.0,8,2512.906362
18.0,3,2513.01964
10.0,11,2513.423962
8.0,13,2513.905868
6.0,15,2514.466266
11.0,10,2514.839164
4.0,17,2515.468117
10.0,11,2515.87047
17.0,4,2516.018528
18.0,3,2516.130107
-5,20,2516.857796
19.0,2,2516.930235
17.0,4,2517.07754
19.0,2,2517.158553
11.0,10,2517.524601
12.0,9,2517.84428
11.0,10,2518.202042
13.0,8,2518.48336
8.0,13,2518.951825
14.0,7,2519.20984
18.0,3,2519.318642
14.0,7,2519.571807
13.0,8,2519.866209
13.0,8,2520.149364
7.0,14,2520.650556
16.0,5,2520.829211
8.0,13,2521.291508
9.0,12,2521.731964
8.0,13,2522.201193
15.0,6,2522.426997
14.0,7,2522.678338
18.0,3,2522.790918
8.0,13,2523.256098
9.0,12,2523.716907
15.0,6,2523.936247
15.0,6,2524.151297
10.0,11,2524.549687
9.0,12,2524.987349
15.0,6,2525.200023
12.0,9,2525.523684
11.0,10,2525.875566
11.0,10,2526.231446
15.0,6,2526.451269
12.0,9,2526.780301
16.0,5,2526.963716
9.0,12,2527.4025
15.0,6,2527.619862
16.0,5,2527.808407
18.0,3,2527.916064
17.0,4,2528.068131
4.0,17,2528.683689
17.0,4,2528.841184
17.0,4,2528.98941
6.0,15,2529.509248
10.0,11,2529.906382
11.0,10,2530.258109
18.0,3,2530.365316
11.0,10,2530.718294
6.0,15,2531.252009
6.0,15,2531.795173
10.0,11,2532.189913
17.0,4,2532.335695
17.0,4,2532.492022
9.0,12,2532.925906
14.0,7,2533.179273
8.0,13,2533.64609
17.0,4,2533.806366
7.0,14,2534.326598
16.0,5,2534.50265
14.0,7,2534.74992
13.0,8,2535.039254
17.0,4,2535.184886
15.0,6,2535.399852
9.0,12,2535.844906
10.0,11,2536.255841
16.0,5,2536.443817
6.0,15,2536.979802
13.0,8,2537.266929
17.0,4,2537.411696
8.0,13,2537.890858
13.0,8,2538.188349
17.0,4,2538.336353
14.0,7,2538.595456
11.0,10,2538.953525
18.0,3,2539.069985
14.0,7,2539.326488
11.0,10,2539.68283
16.0,5,2539.85394
11.0,10,2540.222995
19.0,2,2540.295949
11.0,10,2540.662249
11.0,10,2541.014565
12.0,9,2541.355549
8.0,13,2541.825752
12.0,9,2542.159701
8.0,13,2542.628941
9.0,12,2543.054353
12.0,9,2543.381394
13.0,8,2543.659644
7.0,14,2544.143498
8.0,13,2544.608256
13.0,8,2544.902716
14.0,7,2545.167806
13.0,8,2545.463823
8.0,13,2545.946141
13.0,8,2546.235287
12.0,9,2546.563927
13.0,8,2546.866461
18.0,3,2546.982572
11.0,10,2547.354701
12.0,9,2547.685645
16.0,5,2547.868363
6.0,15,2548.415485
8.0,13,2548.881402
9.0,12,2549.327378
6.0,15,2549.868566
7.0,14,2550.387579
7.0,14,2550.885694
12.0,9,2551.216029
9.0,12,2551.631398
13.0,8,2551.919903
16.0,5,2552.111505
11.0,10,2552.497144
6.0,15,2553.061226
7.0,14,2553.589819
18.0,3,2553.69859
19.0,2,2553.77411
13.0,8,2554.064644
6.0,15,2554.609962
16.0,5,2554.796747
8.0,13,2555.270518
6.0,15,2555.83611
13.0,8,2556.127214
9.0,12,2556.58006
13.0,8,2556.870876
10.0,11,2557.269241
15.0,6,2557.497035
15.0,6,2557.718737
7.0,14,2558.236419
12.0,9,2558.571918
8.0,13,2559.046152
17.0,4,2559.192961
15.0,6,2559.41266
16.0,5,2559.596594
17.0,4,2559.752438
17.0,4,2559.893502
13.0,8,2560.187397
12.0,9,2560.515843
16.0,5,2560.694656
19.0,2,2560.767725
5.0,16,2561.344449
13.0,8,2561.628613
10.0,11,2562.015631
9.0,12,2562.447486
11.0,10,2562.812537
15.0,6,2563.030024
10.0,11,2563.433404
17.0,4,2563.576209
13.0,8,2563.875268
9.0,12,2564.296152
10.0,11,2564.675004
6.0,15,2565.213194
17.0,4,2565.359401
17.0,4,2565.51703
11.0,10,2565.883707
17.0,4,2566.03353
10.0,11,2566.440126
17.0,4,2566.584504
-10.0,1,2566.615456
12.0,9,2566.95159
10.0,11,2567.355925
10.0,11,2567.750348
11.0,10,2568.108325
-5,20,2568.84736
12.0,9,2569.178906
11.0,10,2569.558409
14.0,7,2569.826125
11.0,10,2570.194274
18.0,3,2570.309153
13.0,8,2570.61651
10.0,11,2571.011979
11.0,10,2571.365158
19.0,2,2571.444689
13.0,8,2571.732657
14.0,7,2571.992511
9.0,12,2572.430332
18.0,3,2572.543603
8.0,13,2573.017726
7.0,14,2573.531302
13.0,8,2573.819987
11.0,10,2574.172331
-10.0,1,2574.203083
6.0,15,2574.732441
11.0,10,2575.085126
19.0,2,2575.159632
9.0,12,2575.590751
10.0,11,2575.981678
10.0,11,2576.388561
9.0,12,2576.82402
6.0,15,2577.366281
5.0,16,2577.956688
12.0,9,2578.294429
6.0,15,2578.833592
9.0,12,2579.281276
17.0,4,2579.431447
8.0,13,2579.907782
5.0,16,2580.471611
12.0,9,2580.784335
14.0,7,2581.042314
6.0,15,2581.565763
10.0,11,2581.969661
13.0,8,2582.246574
9.0,12,2582.678359
17.0,4,2582.821807
13.0,8,2583.115539
15.0,6,2583.333917
11.0,10,2583.720925
12.0,9,2584.056632
4.0,17,2584.668316
5.0,16,2585.255359
10.0,11,2585.653363
12.0,9,2585.976882
12.0,9,2586.304458
12.0,9,2586.622595
12.0,9,2586.942755
10.0,11,2587.325998
8.0,13,2587.807567
9.0,12,2588.24442
8.0,13,2588.712984
13.0,8,2589.003918
18.0,3,2589.107717
13.0,8,2589.389693
8.0,13,2589.853444
18.0,3,2589.960271
19.0,2,2590.035872
13.0,8,2590.318529
18.0,3,2590.424173
18.0,3,2590.542246
13.0,8,2590.837698
11.0,10,2591.187164
10.0,11,2591.573438
15.0,6,2591.786956
10.0,11,2592.182801
17.0,4,2592.330738
17.0,4,2592.472895
14.0,7,2592.723218
12.0,9,2593.039838
16.0,5,2593.220552
13.0,8,2593.500602
19.0,2,2593.574377
8.0,13,2594.035735
7.0,14,2594.554158
14.0,7,2594.822027
12.0,9,2595.157919
12.0,9,2595.486656
14.0,7,2595.738014
17.0,4,2595.888128
19.0,2,2595.962228
10.0,11,2596.363759
15.0,6,2596.584084
10.0,11,2596.978889
8.0,13,2597.452064
17.0,4,2597.5933
13.0,8,2597.875616
18.0,3,2597.983377
6.0,15,2598.515551
11.0,10,2598.877858
8.0,13,2599.341436
12.0,9,2599.652395
16.0,5,2599.831518
10.0,11,2600.23502
8.0,13,2600.707406
16.0,5,2600.893589
8.0,13,2601.382736
19.0,2,2601.462544
15.0,6,2601.687463
20.0,1,2601.728385
6.0,15,2602.278152
18.0,3,2602.392397
11.0,10,2602.758866
6.0,15,2603.305406
14.0,7,2603.566037
13.0,8,2603.854505
16.0,5,2604.038187
12.0,9,2604.361454
11.0,10,2604.724854
11.0,10,2605.0867
12.0,9,2605.413637
7.0,14,2605.913467
5.0,16,2606.475069
17.0,4,2606.611826
12.0,9,2606.930864
8.0,13,2607.401527
17.0,4,2607.55302
14.0,7,2607.805991
17.0,4,2607.954016
7.0,14,2608.451276
7.0,14,2608.959182
6.0,15,2609.49555
15.0,6,2609.706749
16.0,5,2609.87805
8.0,13,2610.326039
9.0,12,2610.761964
12.0,9,2611.076761
6.0,15,2611.603901
9.0,12,2612.016073
8.0,13,2612.480967
14.0,7,2612.73329
16.0,5,2612.913087
7.0,14,2613.391914
15.0,6,2613.607102
19.0,2,2613.6791
13.0,8,2613.956805
11.0,10,2614.320169
9.0,12,2614.751855
12.0,9,2615.068767
6.0,15,2615.598446
4.0,17,2616.220937
17.0,4,2616.376016
8.0,13,2616.848125
16.0,5,2617.042782
10.0,11,2617.44077
19.0,2,2617.515785
16.0,5,2617.706885
14.0,7,2617.95599
19.0,2,2618.031364
11.0,10,2618.378836
11.0,10,2618.733791
15.0,6,2618.949646
11.0,10,2619.314135
19.0,2,2619.391737
6.0,15,2619.925601
19.0,2,2619.997143
13.0,8,2620.280356
11.0,10,2620.625065
14.0,7,2620.870783
15.0,6,2621.09317
13.0,8,2621.374228
17.0,4,2621.521913
16.0,5,2621.711962
14.0,7,2621.958662
12.0,9,2622.266535
12.0,9,2622.581454
15.0,6,2622.813576
8.0,13,2623.289208
15.0,6,2623.509234
14.0,7,2623.77027
12.0,9,2624.092727
12.0,9,2624.431484
11.0,10,2624.793911
12.0,9,2625.127794
9.0,12,2625.551367
9.0,12,2625.993373
9.0,12,2626.438161
18.0,3,2626.549847
15.0,6,2626.776733
17.0,4,2626.930303
7.0,14,2627.432002
9.0,12,2627.88379
10.0,11,2628.281071
13.0,8,2628.572617
18.0,3,2628.689167
7.0,14,2629.184558
12.0,9,2629.492116
15.0,6,2629.719905
8.0,13,2630.169291
17.0,4,2630.312057
8.0,13,2630.763324
12.0,9,2631.089802
9.0,12,2631.506593
16.0,5,2631.681663
14.0,7,2631.931405
6.0,15,2632.464763
9.0,12,2632.880316
13.0,8,2633.165794
15.0,6,2633.377013
11.0,10,2633.726533
11.0,10,2634.084372
15.0,6,2634.289654
7.0,14,2634.796982
16.0,5,2634.991442
7.0,14,2635.51716
10.0,11,2635.920335
16.0,5,2636.110853
8.0,13,2636.578769
15.0,6,2636.803426
17.0,4,2636.956313
7.0,14,2637.473594
8.0,13,2637.9407
15.0,6,2638.16778
6.0,15,2638.703005
9.0,12,2639.134499
17.0,4,2639.28016
7.0,14,2639.789067
4.0,17,2640.396037
11.0,10,2640.756917
9.0,12,2641.194959
15.0,6,2641.402943
13.0,8,2641.688645
15.0,6,2641.89347
12.0,9,2642.216272
9.0,12,2642.642166
4.0,17,2643.249558
14.0,7,2643.496675
14.0,7,2643.752035
14.0,7,2644.010465
15.0,6,2644.230677
10.0,11,2644.642444
8.0,13,2645.11745
14.0,7,2645.370632
14.0,7,2645.626148
12.0,9,2645.949241
20.0,1,2645.987672
18.0,3,2646.100617
15.0,6,2646.311558
17.0,4,2646.461531
