#{"t_start": 1669216680.5227418, "env_id": null}
r,l,t
17.0,4,2283.283728
13.0,8,2283.399028
13.0,8,2283.513981
16.0,5,2283.588712
16.0,5,2283.66313
18.0,3,2283.710188
19.0,2,2283.743217
13.0,8,2283.858042
14.0,7,2283.959981
17.0,4,2284.020805
18.0,3,2284.067359
20.0,1,2284.086737
16.0,5,2284.15955
15.0,6,2284.246778
15.0,6,2284.332331
16.0,5,2284.409811
11.0,10,2284.559476
15.0,6,2284.651797
17.0,4,2284.715395
15.0,6,2284.80794
16.0,5,2284.885624
20.0,1,2284.905817
17.0,4,2284.969107
19.0,2,2285.003603
14.0,7,2285.110157
16.0,5,2285.191156
16.0,5,2285.272937
18.0,3,2285.321952
16.0,5,2285.401376
19.0,2,2285.435697
13.0,8,2285.55458
15.0,6,2285.645748
10.0,11,2285.809267
15.0,6,2285.903944
15.0,6,2285.997709
17.0,4,2286.061706
14.0,7,2286.168406
16.0,5,2286.245629
19.0,2,2286.279966
20.0,1,2286.299875
17.0,4,2286.362419
20.0,1,2286.382536
14.0,7,2286.48806
18.0,3,2286.536491
16.0,5,2286.612688
19.0,2,2286.646857
17.0,4,2286.709517
20.0,1,2286.72941
19.0,2,2286.763582
16.0,5,2286.838885
17.0,4,2286.901231
16.0,5,2286.977954
15.0,6,2287.068153
17.0,4,2287.130343
17.0,4,2287.193188
15.0,6,2287.283933
16.0,5,2287.359396
16.0,5,2287.436114
17.0,4,2287.498548
16.0,5,2287.575032
17.0,4,2287.636249
16.0,5,2287.712651
15.0,6,2287.803459
12.0,9,2287.935141
15.0,6,2288.02599
14.0,7,2288.131181
19.0,2,2288.165095
19.0,2,2288.198942
20.0,1,2288.218939
19.0,2,2288.252985
13.0,8,2288.371669
17.0,4,2288.434006
17.0,4,2288.495912
17.0,4,2288.557501
18.0,3,2288.605325
19.0,2,2288.63919
19.0,2,2288.673277
14.0,7,2288.777627
16.0,5,2288.854017
14.0,7,2288.959027
16.0,5,2289.035096
16.0,5,2289.111223
16.0,5,2289.187311
12.0,9,2289.319123
15.0,6,2289.409017
17.0,4,2289.470592
14.0,7,2289.573423
17.0,4,2289.635301
19.0,2,2289.668924
14.0,7,2289.772336
17.0,4,2289.834402
15.0,6,2289.92454
18.0,3,2289.972647
16.0,5,2290.047331
16.0,5,2290.123903
13.0,8,2290.241671
19.0,2,2290.275481
18.0,3,2290.323093
15.0,6,2290.411621
16.0,5,2290.486989
15.0,6,2290.576534
15.0,6,2290.666063
19.0,2,2290.699648
18.0,3,2290.747126
20.0,1,2290.765906
19.0,2,2290.799564
14.0,7,2290.902398
14.0,7,2291.006677
17.0,4,2291.068448
17.0,4,2291.129322
16.0,5,2291.205198
19.0,2,2291.239023
13.0,8,2291.355837
16.0,5,2291.431794
13.0,8,2291.5485
19.0,2,2291.582145
17.0,4,2291.643867
16.0,5,2291.718554
19.0,2,2291.752196
15.0,6,2291.841595
18.0,3,2291.889307
17.0,4,2291.950209
19.0,2,2291.982548
18.0,3,2292.029705
16.0,5,2292.10449
19.0,2,2292.137708
20.0,1,2292.157226
16.0,5,2292.231786
16.0,5,2292.306554
13.0,8,2292.422942
11.0,10,2292.565445
16.0,5,2292.639969
16.0,5,2292.715146
16.0,5,2292.78986
15.0,6,2292.879088
19.0,2,2292.912494
14.0,7,2293.012847
17.0,4,2293.073532
18.0,3,2293.120557
16.0,5,2293.194579
13.0,8,2293.309814
16.0,5,2293.384333
16.0,5,2293.459017
16.0,5,2293.533695
17.0,4,2293.59453
17.0,4,2293.655472
17.0,4,2293.716175
19.0,2,2293.749524
15.0,6,2293.837846
14.0,7,2293.939678
18.0,3,2293.986826
19.0,2,2294.020144
20.0,1,2294.03971
19.0,2,2294.073255
11.0,10,2294.215702
17.0,4,2294.276638
18.0,3,2294.323533
18.0,3,2294.370729
16.0,5,2294.445281
18.0,3,2294.492385
17.0,4,2294.553143
13.0,8,2294.667958
16.0,5,2294.742539
18.0,3,2294.789467
17.0,4,2294.850299
13.0,8,2294.967506
17.0,4,2295.03442
15.0,6,2295.125377
15.0,6,2295.217408
17.0,4,2295.28174
17.0,4,2295.3459
18.0,3,2295.400973
15.0,6,2295.496093
17.0,4,2295.562142
15.0,6,2295.657542
16.0,5,2295.738315
15.0,6,2295.833514
19.0,2,2295.868988
16.0,5,2295.949719
19.0,2,2295.985388
19.0,2,2296.021118
17.0,4,2296.087179
19.0,2,2296.12341
13.0,8,2296.248819
-10.0,3,2296.292995
17.0,4,2296.358091
19.0,2,2296.393872
16.0,5,2296.474129
14.0,7,2296.58362
15.0,6,2296.678791
20.0,1,2296.699264
16.0,5,2296.778791
19.0,2,2296.814249
19.0,2,2296.849589
16.0,5,2296.929183
19.0,2,2296.964611
15.0,6,2297.0583
17.0,4,2297.123116
14.0,7,2297.231183
15.0,6,2297.324834
17.0,4,2297.38923
17.0,4,2297.452636
17.0,4,2297.516831
14.0,7,2297.62488
16.0,5,2297.703813
16.0,5,2297.782521
16.0,5,2297.861478
18.0,3,2297.91146
16.0,5,2297.990522
16.0,5,2298.069505
17.0,4,2298.133882
14.0,7,2298.241629
17.0,4,2298.30573
17.0,4,2298.370003
16.0,5,2298.449002
17.0,4,2298.514323
16.0,5,2298.594019
19.0,2,2298.629686
14.0,7,2298.734448
14.0,7,2298.836646
13.0,8,2298.954183
17.0,4,2299.015411
17.0,4,2299.076841
14.0,7,2299.178598
18.0,3,2299.225816
16.0,5,2299.301092
15.0,6,2299.390954
14.0,7,2299.493504
13.0,8,2299.610406
17.0,4,2299.671642
19.0,2,2299.704808
18.0,3,2299.75202
19.0,2,2299.785376
13.0,8,2299.901736
13.0,8,2300.018371
16.0,5,2300.092923
12.0,9,2300.222193
16.0,5,2300.297317
17.0,4,2300.358547
16.0,5,2300.433816
12.0,9,2300.563158
-10.0,1,2300.576029
18.0,3,2300.623523
15.0,6,2300.711369
17.0,4,2300.772289
13.0,8,2300.887531
15.0,6,2300.976059
18.0,3,2301.023107
16.0,5,2301.097803
17.0,4,2301.158895
19.0,2,2301.191309
13.0,8,2301.307307
19.0,2,2301.340686
14.0,7,2301.442093
16.0,5,2301.516854
17.0,4,2301.577113
20.0,1,2301.596493
19.0,2,2301.629645
17.0,4,2301.690554
16.0,5,2301.765254
15.0,6,2301.853634
19.0,2,2301.886873
15.0,6,2301.975585
16.0,5,2302.050078
15.0,6,2302.138565
14.0,7,2302.240418
20.0,1,2302.259798
16.0,5,2302.334251
14.0,7,2302.43669
16.0,5,2302.51171
16.0,5,2302.586273
17.0,4,2302.647083
12.0,9,2302.775254
15.0,6,2302.863606
14.0,7,2302.965639
15.0,6,2303.054333
15.0,6,2303.142807
18.0,3,2303.188678
18.0,3,2303.23568
15.0,6,2303.323612
14.0,7,2303.425514
18.0,3,2303.472428
16.0,5,2303.546813
17.0,4,2303.607294
16.0,5,2303.681335
17.0,4,2303.741019
15.0,6,2303.827736
18.0,3,2303.874697
14.0,7,2303.975331
16.0,5,2304.049306
16.0,5,2304.123353
18.0,3,2304.170165
19.0,2,2304.203104
12.0,9,2304.330746
14.0,7,2304.430432
15.0,6,2304.517992
17.0,4,2304.580765
17.0,4,2304.641155
16.0,5,2304.715283
16.0,5,2304.7893
19.0,2,2304.822229
19.0,2,2304.855006
13.0,8,2304.969856
14.0,7,2305.070112
14.0,7,2305.17063
17.0,4,2305.230843
17.0,4,2305.291005
19.0,2,2305.323992
15.0,6,2305.410552
19.0,2,2305.443472
18.0,3,2305.489981
15.0,6,2305.578232
17.0,4,2305.638675
16.0,5,2305.712304
16.0,5,2305.786015
16.0,5,2305.859875
17.0,4,2305.919747
15.0,6,2306.005052
15.0,6,2306.092292
19.0,2,2306.124923
17.0,4,2306.184982
15.0,6,2306.272227
16.0,5,2306.346442
17.0,4,2306.406649
18.0,3,2306.453148
18.0,3,2306.499779
14.0,7,2306.601692
20.0,1,2306.620891
18.0,3,2306.667309
17.0,4,2306.727592
16.0,5,2306.801608
18.0,3,2306.848064
17.0,4,2306.908314
13.0,8,2307.022063
19.0,2,2307.055887
13.0,8,2307.169583
17.0,4,2307.229692
18.0,3,2307.276128
15.0,6,2307.363575
16.0,5,2307.437411
-10.0,2,2307.46265
15.0,6,2307.549863
16.0,5,2307.623475
17.0,4,2307.682353
16.0,5,2307.754821
15.0,6,2307.842148
11.0,10,2307.981908
17.0,4,2308.041831
14.0,7,2308.14045
-10.0,1,2308.153063
17.0,4,2308.213111
14.0,7,2308.313715
16.0,5,2308.387397
14.0,7,2308.488089
19.0,2,2308.520808
17.0,4,2308.58087
18.0,3,2308.6271
-10.0,1,2308.63977
19.0,2,2308.672468
16.0,5,2308.745824
15.0,6,2308.831214
20.0,1,2308.850255
15.0,6,2308.937259
15.0,6,2309.024392
15.0,6,2309.111475
16.0,5,2309.18472
14.0,7,2309.284883
15.0,6,2309.369812
18.0,3,2309.415779
16.0,5,2309.489073
18.0,3,2309.534243
15.0,6,2309.622449
19.0,2,2309.655003
18.0,3,2309.701299
19.0,2,2309.73392
13.0,8,2309.85288
18.0,3,2309.899805
18.0,3,2309.947136
18.0,3,2309.994548
15.0,6,2310.083092
16.0,5,2310.158372
16.0,5,2310.234642
17.0,4,2310.295887
17.0,4,2310.358627
14.0,7,2310.464471
19.0,2,2310.498787
17.0,4,2310.561842
16.0,5,2310.638963
14.0,7,2310.744793
15.0,6,2310.836346
15.0,6,2310.927734
18.0,3,2310.976236
19.0,2,2311.010524
17.0,4,2311.073427
17.0,4,2311.136224
17.0,4,2311.198162
15.0,6,2311.289478
14.0,7,2311.395036
13.0,8,2311.512859
12.0,9,2311.645196
19.0,2,2311.679099
18.0,3,2311.727139
18.0,3,2311.774979
17.0,4,2311.837364
17.0,4,2311.899378
13.0,8,2312.017767
18.0,3,2312.065847
16.0,5,2312.140842
18.0,3,2312.188684
10.0,11,2312.34786
18.0,3,2312.395729
17.0,4,2312.457814
14.0,7,2312.562335
14.0,7,2312.665604
16.0,5,2312.741351
16.0,5,2312.816444
16.0,5,2312.89215
16.0,5,2312.968055
14.0,7,2313.072303
14.0,7,2313.175631
16.0,5,2313.251273
17.0,4,2313.313077
17.0,4,2313.375104
13.0,8,2313.49331
16.0,5,2313.569185
18.0,3,2313.616844
18.0,3,2313.664586
16.0,5,2313.739462
17.0,4,2313.801064
16.0,5,2313.876644
18.0,3,2313.924125
18.0,3,2313.971726
17.0,4,2314.033366
16.0,5,2314.10896
14.0,7,2314.213358
12.0,9,2314.342749
19.0,2,2314.376381
19.0,2,2314.409947
19.0,2,2314.443593
16.0,5,2314.518747
14.0,7,2314.621956
19.0,2,2314.655693
18.0,3,2314.703246
13.0,8,2314.819276
19.0,2,2314.852731
14.0,7,2314.953163
15.0,6,2315.042224
16.0,5,2315.117402
15.0,6,2315.206014
16.0,5,2315.281385
18.0,3,2315.328667
17.0,4,2315.389803
19.0,2,2315.42314
16.0,5,2315.498187
18.0,3,2315.545371
17.0,4,2315.605453
18.0,3,2315.652681
19.0,2,2315.685858
14.0,7,2315.78845
19.0,2,2315.82177
17.0,4,2315.883307
17.0,4,2315.943372
14.0,7,2316.046355
19.0,2,2316.080176
14.0,7,2316.184508
18.0,3,2316.232258
13.0,8,2316.350494
17.0,4,2316.412427
15.0,6,2316.501967
18.0,3,2316.549501
17.0,4,2316.611313
16.0,5,2316.687252
14.0,7,2316.79501
19.0,2,2316.828922
17.0,4,2316.890483
17.0,4,2316.952142
19.0,2,2316.985705
14.0,7,2317.089006
19.0,2,2317.122479
17.0,4,2317.183052
14.0,7,2317.285391
18.0,3,2317.332562
18.0,3,2317.380574
16.0,5,2317.455713
15.0,6,2317.54389
13.0,8,2317.65809
19.0,2,2317.691329
17.0,4,2317.752097
17.0,4,2317.812906
17.0,4,2317.873561
19.0,2,2317.906654
13.0,8,2318.021083
17.0,4,2318.080592
20.0,1,2318.100037
20.0,1,2318.119375
19.0,2,2318.152408
13.0,8,2318.266612
18.0,3,2318.313438
19.0,2,2318.346583
18.0,3,2318.393314
18.0,3,2318.440059
16.0,5,2318.514453
19.0,2,2318.547568
14.0,7,2318.648139
15.0,6,2318.735638
18.0,3,2318.782205
16.0,5,2318.856567
18.0,3,2318.903195
17.0,4,2318.963753
16.0,5,2319.037767
17.0,4,2319.098247
17.0,4,2319.158641
17.0,4,2319.21868
17.0,4,2319.279128
20.0,1,2319.298367
17.0,4,2319.358713
20.0,1,2319.378172
16.0,5,2319.452247
17.0,4,2319.511745
19.0,2,2319.543752
17.0,4,2319.602888
15.0,6,2319.690135
17.0,4,2319.751024
18.0,3,2319.797405
18.0,3,2319.842869
16.0,5,2319.916647
17.0,4,2319.976767
12.0,9,2320.107975
15.0,6,2320.195143
15.0,6,2320.281686
18.0,3,2320.331762
20.0,1,2320.351015
17.0,4,2320.410816
18.0,3,2320.457229
16.0,5,2320.531452
13.0,8,2320.645536
17.0,4,2320.705442
14.0,7,2320.806026
-10.0,1,2320.81877
15.0,6,2320.905759
16.0,5,2320.979053
16.0,5,2321.052356
15.0,6,2321.138271
14.0,7,2321.238729
16.0,5,2321.312336
17.0,4,2321.372007
15.0,6,2321.458193
17.0,4,2321.518012
18.0,3,2321.564168
20.0,1,2321.58333
15.0,6,2321.669273
14.0,7,2321.770209
15.0,6,2321.858989
16.0,5,2321.933134
16.0,5,2322.005621
16.0,5,2322.078345
18.0,3,2322.124556
13.0,8,2322.237729
18.0,3,2322.283951
15.0,6,2322.370636
16.0,5,2322.443864
17.0,4,2322.503604
18.0,3,2322.5499
14.0,7,2322.650319
20.0,1,2322.669523
15.0,6,2322.755415
16.0,5,2322.828626
20.0,1,2322.847831
13.0,8,2322.960872
15.0,6,2323.047899
13.0,8,2323.161282
18.0,3,2323.207365
16.0,5,2323.280542
18.0,3,2323.326621
18.0,3,2323.372537
17.0,4,2323.432446
13.0,8,2323.546228
20.0,1,2323.565367
15.0,6,2323.652162
16.0,5,2323.725279
16.0,5,2323.798363
17.0,4,2323.858081
13.0,8,2323.972126
19.0,2,2324.004758
15.0,6,2324.091611
17.0,4,2324.151152
19.0,2,2324.183645
16.0,5,2324.255886
17.0,4,2324.3153
17.0,4,2324.374972
20.0,1,2324.393964
18.0,3,2324.440089
19.0,2,2324.472709
17.0,4,2324.532153
18.0,3,2324.578337
16.0,5,2324.650599
18.0,3,2324.696802
18.0,3,2324.742769
17.0,4,2324.802576
20.0,1,2324.821694
18.0,3,2324.867893
18.0,3,2324.914339
16.0,5,2324.987706
16.0,5,2325.06092
19.0,2,2325.093647
18.0,3,2325.139738
13.0,8,2325.25315
15.0,6,2325.339929
18.0,3,2325.385831
17.0,4,2325.449387
15.0,6,2325.536407
19.0,2,2325.569103
17.0,4,2325.62881
17.0,4,2325.693001
-10.0,1,2325.705439
18.0,3,2325.751497
15.0,6,2325.837922
16.0,5,2325.910874
15.0,6,2325.996403
14.0,7,2326.09512
16.0,5,2326.167928
19.0,2,2326.200452
16.0,5,2326.272338
16.0,5,2326.344075
17.0,4,2326.403808
18.0,3,2326.449741
10.0,11,2326.600457
17.0,4,2326.659852
18.0,3,2326.704729
19.0,2,2326.737292
16.0,5,2326.809816
16.0,5,2326.882859
17.0,4,2326.942296
17.0,4,2327.002083
20.0,1,2327.022252
20.0,1,2327.041469
16.0,5,2327.114219
19.0,2,2327.147216
15.0,6,2327.233557
16.0,5,2327.307073
19.0,2,2327.339978
14.0,7,2327.440819
15.0,6,2327.526301
17.0,4,2327.586413
16.0,5,2327.659449
16.0,5,2327.73133
15.0,6,2327.817278
18.0,3,2327.863812
16.0,5,2327.937439
19.0,2,2327.970072
17.0,4,2328.029838
17.0,4,2328.089597
16.0,5,2328.162887
14.0,7,2328.262937
19.0,2,2328.295662
15.0,6,2328.38245
15.0,6,2328.469021
17.0,4,2328.528785
17.0,4,2328.588477
17.0,4,2328.648115
18.0,3,2328.694199
17.0,4,2328.753005
15.0,6,2328.83884
-10.0,1,2328.851352
17.0,4,2328.911257
16.0,5,2328.98425
11.0,10,2329.123559
17.0,4,2329.183041
19.0,2,2329.215572
12.0,9,2329.341145
19.0,2,2329.373581
19.0,2,2329.406184
17.0,4,2329.465773
18.0,3,2329.511654
18.0,3,2329.557565
16.0,5,2329.630139
15.0,6,2329.716402
19.0,2,2329.748991
16.0,5,2329.820376
18.0,3,2329.866364
16.0,5,2329.939226
16.0,5,2330.010342
18.0,3,2330.056659
14.0,7,2330.156457
14.0,7,2330.256376
13.0,8,2330.368541
18.0,3,2330.414491
14.0,7,2330.51451
13.0,8,2330.62763
13.0,8,2330.740739
17.0,4,2330.799937
16.0,5,2330.872551
17.0,4,2330.931939
16.0,5,2331.004697
19.0,2,2331.03719
18.0,3,2331.083129
13.0,8,2331.195279
14.0,7,2331.294881
15.0,6,2331.380059
16.0,5,2331.452908
17.0,4,2331.512222
17.0,4,2331.571739
16.0,5,2331.644699
15.0,6,2331.730944
14.0,7,2331.832217
18.0,3,2331.880149
13.0,8,2331.997755
15.0,6,2332.087934
17.0,4,2332.14993
14.0,7,2332.252948
18.0,3,2332.300546
20.0,1,2332.320257
14.0,7,2332.425061
16.0,5,2332.500939
17.0,4,2332.562894
14.0,7,2332.666255
18.0,3,2332.714063
18.0,3,2332.761964
19.0,2,2332.795814
15.0,6,2332.885522
17.0,4,2332.947356
16.0,5,2333.023484
19.0,2,2333.057219
16.0,5,2333.133291
17.0,4,2333.195185
14.0,7,2333.299015
15.0,6,2333.388857
17.0,4,2333.450861
16.0,5,2333.526832
18.0,3,2333.574616
19.0,2,2333.608248
15.0,6,2333.698094
18.0,3,2333.745926
16.0,5,2333.821786
13.0,8,2333.937842
16.0,5,2334.00975
16.0,5,2334.082702
16.0,5,2334.15537
18.0,3,2334.201305
15.0,6,2334.286752
15.0,6,2334.372937
14.0,7,2334.47278
15.0,6,2334.559177
18.0,3,2334.605106
17.0,4,2334.664369
17.0,4,2334.724945
20.0,1,2334.744047
17.0,4,2334.803279
18.0,3,2334.849315
16.0,5,2334.922156
17.0,4,2334.981707
15.0,6,2335.068101
15.0,6,2335.157679
12.0,9,2335.284655
15.0,6,2335.373157
18.0,3,2335.420998
17.0,4,2335.482555
12.0,9,2335.614569
15.0,6,2335.705127
19.0,2,2335.739234
18.0,3,2335.787491
18.0,3,2335.835792
16.0,5,2335.912164
20.0,1,2335.931995
17.0,4,2335.994633
18.0,3,2336.042765
19.0,2,2336.076666
19.0,2,2336.110559
17.0,4,2336.177721
15.0,6,2336.268386
16.0,5,2336.345983
19.0,2,2336.38016
13.0,8,2336.502809
19.0,2,2336.537798
17.0,4,2336.601718
15.0,6,2336.694911
15.0,6,2336.787409
16.0,5,2336.86558
19.0,2,2336.900311
15.0,6,2336.992535
16.0,5,2337.071188
14.0,7,2337.177609
19.0,2,2337.21256
14.0,7,2337.321032
17.0,4,2337.385273
20.0,1,2337.405411
17.0,4,2337.468217
16.0,5,2337.546879
18.0,3,2337.596171
18.0,3,2337.645206
16.0,5,2337.723587
19.0,2,2337.758021
15.0,6,2337.850152
16.0,5,2337.925944
18.0,3,2337.97537
15.0,6,2338.066228
14.0,7,2338.172932
18.0,3,2338.221861
17.0,4,2338.285051
16.0,5,2338.362379
19.0,2,2338.396896
19.0,2,2338.431135
16.0,5,2338.508319
19.0,2,2338.542523
14.0,7,2338.647044
18.0,3,2338.695811
15.0,6,2338.787989
16.0,5,2338.865799
15.0,6,2338.957694
19.0,2,2338.991791
13.0,8,2339.112181
13.0,8,2339.231839
13.0,8,2339.351258
15.0,6,2339.44294
19.0,2,2339.477232
16.0,5,2339.554446
11.0,10,2339.70168
17.0,4,2339.763948
15.0,6,2339.855124
15.0,6,2339.945975
13.0,8,2340.065347
15.0,6,2340.156982
20.0,1,2340.176869
14.0,7,2340.281861
20.0,1,2340.301575
15.0,6,2340.391505
16.0,5,2340.468174
19.0,2,2340.502026
13.0,8,2340.617042
15.0,6,2340.707385
16.0,5,2340.783644
13.0,8,2340.89972
18.0,3,2340.947448
17.0,4,2341.009102
16.0,5,2341.085929
17.0,4,2341.147547
16.0,5,2341.223134
16.0,5,2341.299287
17.0,4,2341.360954
13.0,8,2341.47857
17.0,4,2341.540208
18.0,3,2341.588011
18.0,3,2341.635432
20.0,1,2341.654929
16.0,5,2341.73002
17.0,4,2341.791401
17.0,4,2341.852933
17.0,4,2341.914412
16.0,5,2341.989709
17.0,4,2342.051028
18.0,3,2342.098644
19.0,2,2342.132041
12.0,9,2342.262265
19.0,2,2342.296159
17.0,4,2342.357648
17.0,4,2342.422531
18.0,3,2342.47278
15.0,6,2342.563757
17.0,4,2342.627094
15.0,6,2342.719474
17.0,4,2342.782698
19.0,2,2342.817173
16.0,5,2342.894262
20.0,1,2342.914293
19.0,2,2342.948804
18.0,3,2342.997928
19.0,2,2343.032325
13.0,8,2343.153559
16.0,5,2343.231363
16.0,5,2343.308876
18.0,3,2343.357572
18.0,3,2343.40645
16.0,5,2343.48317
14.0,7,2343.588011
13.0,8,2343.707902
18.0,3,2343.755823
13.0,8,2343.876387
13.0,8,2343.997025
17.0,4,2344.0606
19.0,2,2344.095336
16.0,5,2344.172895
16.0,5,2344.250299
15.0,6,2344.341525
15.0,6,2344.433762
14.0,7,2344.538212
17.0,4,2344.601485
14.0,7,2344.707495
20.0,1,2344.727393
15.0,6,2344.818171
19.0,2,2344.852369
16.0,5,2344.928157
17.0,4,2344.99101
16.0,5,2345.068047
18.0,3,2345.116736
17.0,4,2345.179796
18.0,3,2345.228525
12.0,9,2345.361959
14.0,7,2345.467158
14.0,7,2345.572172
19.0,2,2345.606422
14.0,7,2345.712162
17.0,4,2345.774811
16.0,5,2345.851901
16.0,5,2345.92929
19.0,2,2345.963417
16.0,5,2346.039801
20.0,1,2346.059683
14.0,7,2346.165644
17.0,4,2346.228576
16.0,5,2346.30546
19.0,2,2346.339601
20.0,1,2346.359525
15.0,6,2346.451035
17.0,4,2346.513629
20.0,1,2346.533445
14.0,7,2346.642668
17.0,4,2346.705435
15.0,6,2346.796721
18.0,3,2346.845042
20.0,1,2346.86496
18.0,3,2346.913338
17.0,4,2346.976047
13.0,8,2347.096512
16.0,5,2347.173867
19.0,2,2347.208055
19.0,2,2347.242234
17.0,4,2347.305185
13.0,8,2347.425515
14.0,7,2347.531123
13.0,8,2347.651483
19.0,2,2347.685664
19.0,2,2347.719682
15.0,6,2347.810544
12.0,9,2347.943329
16.0,5,2348.021222
18.0,3,2348.069584
13.0,8,2348.188954
18.0,3,2348.237106
16.0,5,2348.312753
16.0,5,2348.389396
15.0,6,2348.478948
16.0,5,2348.554701
11.0,10,2348.700914
17.0,4,2348.763549
-10.0,1,2348.776849
-10.0,1,2348.790255
16.0,5,2348.86704
16.0,5,2348.944225
16.0,5,2349.020822
15.0,6,2349.111838
14.0,7,2349.216276
16.0,5,2349.292833
16.0,5,2349.369264
14.0,7,2349.473441
18.0,3,2349.521319
17.0,4,2349.583238
12.0,9,2349.715557
19.0,2,2349.749438
12.0,9,2349.881543
14.0,7,2349.986139
20.0,1,2350.006053
16.0,5,2350.082446
14.0,7,2350.186342
14.0,7,2350.290605
17.0,4,2350.352691
15.0,6,2350.442818
19.0,2,2350.47659
17.0,4,2350.538398
14.0,7,2350.643219
18.0,3,2350.691697
15.0,6,2350.782682
16.0,5,2350.859812
16.0,5,2350.937052
17.0,4,2350.999611
16.0,5,2351.076282
19.0,2,2351.110303
16.0,5,2351.186812
18.0,3,2351.235005
19.0,2,2351.268817
18.0,3,2351.317179
20.0,1,2351.337024
18.0,3,2351.385214
16.0,5,2351.461828
16.0,5,2351.538623
17.0,4,2351.600543
14.0,7,2351.703934
16.0,5,2351.77934
15.0,6,2351.869745
17.0,4,2351.932322
19.0,2,2351.966178
14.0,7,2352.070273
11.0,10,2352.215239
15.0,6,2352.305321
14.0,7,2352.40982
15.0,6,2352.500511
14.0,7,2352.605119
17.0,4,2352.667423
17.0,4,2352.729948
19.0,2,2352.764368
15.0,6,2352.854214
16.0,5,2352.930391
17.0,4,2352.992327
15.0,6,2353.082582
15.0,6,2353.172502
18.0,3,2353.220431
17.0,4,2353.282226
15.0,6,2353.371309
11.0,10,2353.51769
15.0,6,2353.607835
15.0,6,2353.697152
16.0,5,2353.773226
13.0,8,2353.891785
15.0,6,2353.982196
17.0,4,2354.044216
-10.0,1,2354.057571
18.0,3,2354.105609
15.0,6,2354.196214
14.0,7,2354.301102
19.0,2,2354.335076
13.0,8,2354.452085
14.0,7,2354.556792
19.0,2,2354.590854
17.0,4,2354.652874
18.0,3,2354.700906
13.0,8,2354.818789
16.0,5,2354.894993
13.0,8,2355.012853
15.0,6,2355.103216
19.0,2,2355.137082
14.0,7,2355.241805
18.0,3,2355.289776
18.0,3,2355.337767
16.0,5,2355.41322
14.0,7,2355.517309
18.0,3,2355.565788
18.0,3,2355.613547
16.0,5,2355.688567
17.0,4,2355.749401
16.0,5,2355.825234
15.0,6,2355.915651
16.0,5,2355.991481
17.0,4,2356.053103
13.0,8,2356.170688
18.0,3,2356.218292
13.0,8,2356.334795
17.0,4,2356.397333
16.0,5,2356.473329
15.0,6,2356.563427
20.0,1,2356.583074
16.0,5,2356.658794
20.0,1,2356.678351
14.0,7,2356.782067
15.0,6,2356.870731
14.0,7,2356.974912
14.0,7,2357.078851
15.0,6,2357.168363
20.0,1,2357.188133
17.0,4,2357.250541
12.0,9,2357.382307
17.0,4,2357.444384
14.0,7,2357.548675
14.0,7,2357.652295
19.0,2,2357.686016
15.0,6,2357.776927
16.0,5,2357.852162
15.0,6,2357.94358
18.0,3,2357.990616
17.0,4,2358.052516
14.0,7,2358.157033
13.0,8,2358.275944
18.0,3,2358.324019
15.0,6,2358.415045
16.0,5,2358.491446
14.0,7,2358.596319
19.0,2,2358.630162
17.0,4,2358.691586
18.0,3,2358.739515
16.0,5,2358.815871
18.0,3,2358.863861
15.0,6,2358.954402
17.0,4,2359.015724
19.0,2,2359.04969
18.0,3,2359.096733
14.0,7,2359.201082
19.0,2,2359.235096
15.0,6,2359.32559
15.0,6,2359.415103
18.0,3,2359.463057
15.0,6,2359.553256
15.0,6,2359.643986
20.0,1,2359.663759
20.0,1,2359.683473
15.0,6,2359.773969
14.0,7,2359.877464
18.0,3,2359.925358
12.0,9,2360.057111
17.0,4,2360.119833
16.0,5,2360.196873
17.0,4,2360.259442
17.0,4,2360.321686
18.0,3,2360.370507
17.0,4,2360.433686
19.0,2,2360.468036
17.0,4,2360.531009
18.0,3,2360.579801
16.0,5,2360.657664
15.0,6,2360.749805
19.0,2,2360.784496
19.0,2,2360.81916
19.0,2,2360.85382
18.0,3,2360.902303
13.0,8,2361.023295
14.0,7,2361.130441
15.0,6,2361.221426
15.0,6,2361.312858
13.0,8,2361.434025
18.0,3,2361.483027
17.0,4,2361.546597
20.0,1,2361.566674
16.0,5,2361.644441
16.0,5,2361.722329
14.0,7,2361.82916
16.0,5,2361.905955
16.0,5,2361.983826
18.0,3,2362.032692
20.0,1,2362.05281
14.0,7,2362.159361
20.0,1,2362.179389
13.0,8,2362.297734
15.0,6,2362.389693
16.0,5,2362.467648
20.0,1,2362.487755
18.0,3,2362.536456
16.0,5,2362.614445
18.0,3,2362.664175
16.0,5,2362.74222
19.0,2,2362.776685
14.0,7,2362.882498
13.0,8,2363.003776
18.0,3,2363.052949
18.0,3,2363.101906
19.0,2,2363.136374
17.0,4,2363.199944
14.0,7,2363.305794
19.0,2,2363.340191
19.0,2,2363.374699
18.0,3,2363.423489
17.0,4,2363.486649
14.0,7,2363.592935
20.0,1,2363.612855
16.0,5,2363.69047
18.0,3,2363.739406
12.0,9,2363.874084
19.0,2,2363.908176
17.0,4,2363.970332
19.0,2,2364.004267
19.0,2,2364.038214
17.0,4,2364.10085
15.0,6,2364.190722
19.0,2,2364.224487
17.0,4,2364.286356
18.0,3,2364.334036
20.0,1,2364.353704
