#{"t_start": 1669114487.7611988, "env_id": null}
r,l,t-5-10.0,4,154.580951
-5,20,32.141729
-5,20,32.265139
-5,20,32.388142
-5,20,32.511674
-5,20,32.634332
-10.0,10,32.693582
-5,20,32.817077
-10.0,9,32.870216
-5,20,32.993597
-5,20,33.116865
-10.0,18,33.222297
-10.0,7,33.263929
-5,20,33.387006
9.0,12,33.46332
7.0,14,33.551441
-10.0,6,33.586721
-10.0,19,33.698023
-10.0,6,33.732941
16.0,5,33.768007
-10.0,2,33.779868
-5,20,33.90309
-5,20,34.02635
-10.0,8,34.073305
-10.0,8,34.120052
-10.0,3,34.137688
-10.0,7,34.178747
-10.0,5,34.208141
-10.0,3,34.225848
-10.0,18,34.331714
8.0,13,34.413821
-5,20,34.537088
-10.0,6,34.572487
-10.0,17,34.672839
-10.0,6,34.708189
-5,20,34.831483
10.0,11,34.901775
-5,20,35.024519
-10.0,1,35.030439
-10.0,11,35.095003
-10.0,17,35.194387
-10.0,1,35.200293
-5,20,35.323326
-5,20,35.446491
-10.0,13,35.52289
-10.0,1,35.528856
-10.0,5,35.558097
-10.0,13,35.634712
-10.0,1,35.640618
-10.0,4,35.664418
-5,20,35.787901
-10.0,12,35.858803
-10.0,9,35.911945
-10.0,1,35.917847
-5,20,36.04156
-5,20,36.165153
-5,20,36.288249
-10.0,11,36.352838
-5,20,36.476143
-10.0,10,36.535122
-5,20,36.658736
-5,20,36.782146
-5,20,36.905884
-10.0,4,36.929595
-10.0,7,36.970948
-5,20,37.094072
-5,20,37.218288
-5,20,37.341901
-10.0,1,37.347851
-10.0,5,37.377438
-5,20,37.500906
-10.0,7,37.542125
-5,20,37.665748
-5,20,37.789525
-10.0,2,37.801791
-10.0,9,37.854802
-10.0,1,37.860783
-10.0,15,37.949449
-10.0,17,38.049728
-10.0,4,38.073186
-10.0,7,38.114525
7.0,14,38.202691
-10.0,9,38.255788
-5,20,38.379317
-10.0,1,38.385325
-10.0,12,38.455865
-10.0,14,38.538054
-10.0,19,38.650025
-10.0,2,38.661954
-10.0,11,38.726967
-10.0,4,38.750566
-5,20,38.873394
10.0,11,38.944123
-10.0,5,38.973442
-5,20,39.096623
-10.0,11,39.161594
-10.0,2,39.174529
-5,20,39.298237
-10.0,2,39.310025
-10.0,6,39.34556
-5,20,39.469007
-10.0,1,39.474919
-5,20,39.597797
-10.0,6,39.633228
-10.0,19,39.744761
-5,20,39.867525
-5,20,39.991152
-10.0,11,40.055913
-5,20,40.179622
-10.0,16,40.273369
-10.0,8,40.32065
-5,20,40.444024
-5,20,40.567834
-5,20,40.691572
-10.0,10,40.750779
-10.0,17,40.850945
-5,20,40.974696
-10.0,17,41.074741
-10.0,7,41.116153
-10.0,10,41.174735
15.0,6,41.215873
-10.0,7,41.25691
-5,20,41.380411
-5,20,41.50419
-10.0,13,41.581079
-5,20,41.704933
-10.0,16,41.799149
-10.0,1,41.805068
-5,20,41.928198
-10.0,11,41.993053
-10.0,7,42.033857
-10.0,18,42.139159
-10.0,4,42.162959
-5,20,42.286556
-10.0,1,42.292489
-10.0,6,42.327756
-10.0,1,42.333657
-5,20,42.457558
-10.0,19,42.569469
-5,20,42.692429
-5,20,42.815731
-5,20,42.938854
-5,20,43.062227
-10.0,4,43.086061
-10.0,12,43.157441
-5,20,43.280656
-5,20,43.404598
-10.0,20,43.522226
-5,20,43.646217
-10.0,2,43.658122
-5,20,43.781546
-10.0,7,43.822951
-10.0,3,43.840702
-5,20,43.963876
-10.0,1,43.969827
-5,20,44.093405
-10.0,18,44.199152
5.0,16,44.29929
-10.0,18,44.405288
-10.0,14,44.488048
-10.0,1,44.493948
-10.0,3,44.511766
-10.0,10,44.570631
-5,20,44.694412
-5,20,44.817395
-10.0,17,44.917478
-10.0,15,45.005872
-10.0,11,45.070821
-5,20,45.194576
-10.0,6,45.230035
-10.0,13,45.306637
-10.0,2,45.318419
-10.0,16,45.412771
-10.0,1,45.418688
-10.0,11,45.48363
-10.0,11,45.548723
-5,20,45.672698
-10.0,9,45.725828
-10.0,7,45.767163
-10.0,4,45.790915
-10.0,18,45.896986
-5,20,46.02059
-10.0,5,46.049907
-10.0,3,46.06769
-10.0,17,46.167965
-5,20,46.291561
-10.0,1,46.297478
-5,20,46.421174
-10.0,1,46.427102
-10.0,6,46.462559
-5,20,46.586183
-10.0,2,46.598147
-5,20,46.72124
-5,20,46.845106
-10.0,2,46.857082
-10.0,8,46.903899
-5,20,47.028266
-5,20,47.151941
-10.0,20,47.269646
-5,20,47.393226
-10.0,1,47.399229
-5,20,47.523038
-10.0,4,47.546655
-10.0,3,47.564241
-10.0,2,47.57603
-5,20,47.699397
-5,20,47.822888
-10.0,1,47.828866
-10.0,2,47.840543
-5,20,47.964663
-10.0,4,47.98846
-10.0,1,47.994441
-10.0,8,48.04134
-10.0,10,48.100763
-10.0,4,48.124431
-10.0,13,48.201195
-10.0,19,48.313359
-5,20,48.437237
-10.0,3,48.455062
-5,20,48.578861
-5,20,48.702448
-10.0,2,48.714261
-10.0,6,48.74941
-10.0,2,48.761157
15.0,6,48.802427
-5,20,48.925515
-10.0,1,48.931514
-5,20,49.055005
-10.0,4,49.078736
-10.0,4,49.102686
-10.0,1,49.108666
-5,20,49.232622
-5,20,49.356153
19.0,2,49.373697
-10.0,20,49.491581
-5,20,49.614961
-10.0,20,49.732829
-10.0,11,49.797566
-5,20,49.920914
-10.0,1,49.926824
-10.0,18,50.032919
-5,20,50.156451
-10.0,6,50.191752
-5,20,50.315067
-10.0,17,50.415356
-5,20,50.538872
-5,20,50.662554
-5,20,50.785705
-10.0,1,50.791666
-5,20,50.915244
-10.0,20,51.03313
-5,20,51.156125
-5,20,51.278765
-10.0,13,51.355051
-10.0,10,51.413885
-5,20,51.537587
-5,20,51.661152
-10.0,12,51.732005
-5,20,51.855306
-10.0,2,51.867222
-5,20,51.990835
-5,20,52.11436
-10.0,2,52.126186
-5,20,52.249588
-10.0,7,52.29072
-10.0,11,52.355987
-5,20,52.479143
-10.0,9,52.532302
-10.0,4,52.555544
-5,20,52.67878
-5,20,52.801987
-10.0,15,52.890249
-10.0,6,52.925523
-10.0,17,53.025384
-10.0,2,53.037221
-10.0,13,53.113856
-5,20,53.237274
-10.0,7,53.278273
9.0,12,53.354462
-10.0,1,53.360413
-10.0,6,53.395705
18.0,3,53.419022
-5,20,53.542626
-5,20,53.66628
-5,20,53.790038
-10.0,2,53.80188
-10.0,9,53.854798
-10.0,4,53.87837
-10.0,15,53.966569
-10.0,3,53.984225
-5,20,54.107573
-5,20,54.231169
-10.0,12,54.302033
-10.0,4,54.325468
-10.0,3,54.342951
-10.0,10,54.401726
-10.0,1,54.408665
-10.0,12,54.479514
-5,20,54.602783
-5,20,54.725671
-10.0,5,54.755068
-10.0,3,54.772653
-10.0,16,54.867073
-10.0,10,54.925313
-10.0,10,54.983942
-10.0,12,55.054379
-5,20,55.177995
-10.0,4,55.201513
-5,20,55.324939
-10.0,11,55.389488
-5,20,55.512233
-10.0,10,55.571214
-10.0,9,55.62407
-10.0,10,55.683075
-10.0,16,55.777035
-10.0,5,55.806462
-10.0,16,55.900097
-10.0,1,55.905977
-10.0,11,55.970113
-5,20,56.093137
-10.0,5,56.122719
9.0,12,56.199282
-10.0,2,56.211145
-5,20,56.33467
-10.0,7,56.37583
-5,20,56.499328
-5,20,56.623099
-10.0,8,56.67029
-10.0,1,56.676208
-10.0,11,56.740553
-10.0,5,56.769991
-5,20,56.894039
-10.0,6,56.929664
-10.0,12,57.000182
4.0,17,57.106266
-5,20,57.229644
-10.0,6,57.265275
-5,20,57.388846
-10.0,20,57.506599
-10.0,11,57.571195
-10.0,6,57.606455
-5,20,57.729753
-10.0,16,57.823983
-10.0,2,57.8357
-10.0,16,57.929772
-10.0,3,57.947356
-5,20,58.070644
-10.0,6,58.105691
-10.0,2,58.11755
-5,20,58.241023
-5,20,58.364437
-10.0,15,58.452662
-10.0,14,58.535372
14.0,7,58.582873
-10.0,1,58.588854
-5,20,58.712685
-10.0,2,58.724456
-10.0,7,58.76548
-5,20,58.888217
-10.0,4,58.911922
-10.0,11,58.976145
-10.0,1,58.982061
-10.0,11,59.046708
-5,20,59.169882
-5,20,59.293372
-10.0,4,59.316789
-10.0,1,59.322725
-10.0,1,59.328696
-10.0,15,59.416767
-10.0,4,59.440581
-10.0,10,59.498968
-10.0,12,59.569559
-5,20,59.693232
-10.0,1,59.699179
-10.0,11,59.763762
-5,20,59.887635
-10.0,2,59.899381
-10.0,11,59.964149
-5,20,60.087763
6.0,15,60.181811
-10.0,12,60.252237
-10.0,2,60.264139
-10.0,16,60.358512
-5,20,60.481505
-10.0,12,60.55245
-10.0,3,60.570275
-10.0,13,60.646504
-10.0,1,60.652362
-5,20,60.775609
-10.0,1,60.781674
-10.0,3,60.79923
-5,20,60.922657
-10.0,4,60.946106
-5,20,61.069261
-5,20,61.193315
-5,20,61.31681
-10.0,18,61.423283
-10.0,6,61.458326
-10.0,6,61.4937
-10.0,16,61.587787
-10.0,10,61.646622
-5,20,61.769741
-10.0,1,61.775661
-5,20,61.89887
-5,20,62.022472
-10.0,6,62.057824
-10.0,5,62.087076
-10.0,3,62.104766
-5,20,62.228321
-10.0,7,62.269933
-5,20,62.393951
-10.0,11,62.458153
16.0,5,62.493319
-10.0,20,62.611377
-5,20,62.735117
-5,20,62.858504
-10.0,4,62.882041
-5,20,63.005501
-5,20,63.129267
-10.0,7,63.170329
-10.0,16,63.264886
-10.0,1,63.270789
-5,20,63.394486
-5,20,63.518297
-10.0,13,63.594986
-10.0,9,63.648001
-5,20,63.771755
-10.0,2,63.783554
-5,20,63.907173
-10.0,6,63.942583
-5,20,64.066139
-10.0,11,64.131027
-5,20,64.254736
-10.0,3,64.272422
-10.0,1,64.278361
-10.0,18,64.384568
-10.0,5,64.414066
-10.0,2,64.42601
-10.0,3,64.443672
-10.0,6,64.479692
-10.0,1,64.485661
-10.0,13,64.562438
-10.0,4,64.585906
-10.0,2,64.597707
-5,20,64.721966
-10.0,2,64.733865
-10.0,12,64.80487
-10.0,2,64.816569
-10.0,7,64.85788
-10.0,5,64.88748
-5,20,65.011528
-5,20,65.134667
-10.0,18,65.241216
-5,20,65.3657
-5,20,65.488606
-10.0,10,65.547079
-5,20,65.669452
-10.0,17,65.768797
-10.0,14,65.850579
-10.0,16,65.94421
-5,20,66.066356
-10.0,4,66.089665
-10.0,2,66.101404
-5,20,66.224051
-5,20,66.346232
-10.0,16,66.439905
-10.0,13,66.516176
-10.0,2,66.527728
-10.0,2,66.539487
-10.0,1,66.545371
15.0,6,66.586038
-10.0,11,66.649771
4.0,17,66.754968
-10.0,3,66.772448
-10.0,10,66.830419
-10.0,7,66.871357
-10.0,15,66.958586
-10.0,4,66.981833
-5,20,67.104245
-10.0,2,67.115931
-5,20,67.238164
-10.0,3,67.255842
-10.0,3,67.273352
-5,20,67.396174
-10.0,3,67.413794
-10.0,20,67.530388
-5,20,67.653008
-10.0,1,67.658983
-10.0,2,67.670843
-5,20,67.793488
-10.0,1,67.799396
-10.0,17,67.898465
-10.0,4,67.921728
-10.0,1,67.927631
-10.0,8,67.973894
-10.0,9,68.026417
-5,20,68.149734
-10.0,1,68.155621
15.0,6,68.19638
-10.0,1,68.20223
13.0,8,68.254481
-5,20,68.376988
14.0,7,68.423532
-10.0,6,68.45823
-10.0,8,68.504683
-5,20,68.627274
-10.0,10,68.686138
8.0,13,68.768052
-5,20,68.890854
-5,20,69.01272
-5,20,69.134712
-10.0,12,69.204526
-10.0,18,69.309721
-10.0,18,69.414305
-5,20,69.53632
-10.0,3,69.553795
-5,20,69.675945
-10.0,7,69.71673
-10.0,3,69.734261
-10.0,6,69.769073
-10.0,3,69.786632
-10.0,20,69.902296
-10.0,6,69.937244
-5,20,70.058834
-5,20,70.180733
-10.0,13,70.256375
-5,20,70.378249
-10.0,6,70.413075
-10.0,12,70.482475
-5,20,70.604832
-10.0,1,70.610793
-10.0,16,70.70342
-5,20,70.825208
-10.0,7,70.865688
-5,20,70.987489
-10.0,3,71.005018
-10.0,5,71.034196
-5,20,71.156594
-10.0,8,71.203413
-10.0,7,71.244158
-10.0,5,71.273345
14.0,7,71.319973
-10.0,10,71.377933
-10.0,1,71.383877
-10.0,18,71.488904
-5,20,71.611303
-10.0,7,71.652101
-10.0,17,71.751561
-10.0,10,71.810048
-10.0,7,71.850848
-10.0,5,71.87984
-10.0,3,71.897292
-10.0,1,71.903103
-10.0,1,71.908928
-5,20,72.034137
-5,20,72.156689
-10.0,11,72.221046
-10.0,2,72.232645
-10.0,1,72.238544
-10.0,2,72.25027
-5,20,72.372592
-10.0,9,72.425398
-5,20,72.547855
-5,20,72.670294
-5,20,72.792831
-5,20,72.915157
-10.0,15,73.002738
19.0,2,73.020113
-10.0,9,73.072671
-5,20,73.194641
17.0,4,73.223674
-10.0,14,73.305712
-10.0,6,73.340938
-10.0,16,73.434528
-10.0,2,73.446126
-5,20,73.568607
-5,20,73.691238
-10.0,2,73.70294
-10.0,6,73.737815
-10.0,15,73.82486
-5,20,73.947682
-5,20,74.07067
-10.0,1,74.076583
-10.0,2,74.088369
-10.0,11,74.152151
-10.0,3,74.169795
-10.0,14,74.251432
-5,20,74.374313
-10.0,19,74.484911
10.0,11,74.554971
9.0,12,74.63087
-10.0,18,74.735711
-10.0,9,74.78784
-5,20,74.910403
-5,20,75.033161
-10.0,6,75.06801
-10.0,6,75.10341
-10.0,5,75.132761
-10.0,9,75.185055
-5,20,75.307652
-10.0,16,75.400381
-10.0,5,75.429391
-10.0,1,75.43522
-5,20,75.557851
-5,20,75.680346
-5,20,75.802874
-10.0,14,75.884947
-10.0,10,75.943016
-5,20,76.065171
-5,20,76.188207
-5,20,76.310902
-10.0,3,76.328606
9.0,12,76.404546
-10.0,8,76.451478
-10.0,1,76.457345
-10.0,3,76.475043
-10.0,8,76.521967
17.0,4,76.551025
-10.0,8,76.597903
8.0,13,76.679778
-5,20,76.801896
-5,20,76.92434
-10.0,3,76.941995
-10.0,18,77.047144
16.0,5,77.081965
-10.0,17,77.18147
-5,20,77.304082
-10.0,5,77.333453
-10.0,15,77.420981
-5,20,77.543587
7.0,14,77.631216
-10.0,1,77.637223
-5,20,77.759949
-5,20,77.881502
-5,20,78.00397
20.0,1,78.015557
11.0,10,78.079883
-10.0,2,78.091806
-5,20,78.21352
-5,20,78.335992
-5,20,78.459022
-10.0,16,78.552512
-10.0,11,78.616936
-10.0,13,78.69275
-5,20,78.815234
-10.0,20,78.932246
-10.0,13,79.008382
-10.0,1,79.01423
16.0,5,79.049267
-10.0,1,79.055181
-10.0,2,79.066822
-10.0,12,79.137139
-5,20,79.260033
-10.0,9,79.312975
-10.0,10,79.371405
-10.0,8,79.417848
11.0,10,79.482411
-5,20,79.605079
-5,20,79.729025
-10.0,2,79.743421
-10.0,13,79.81916
-10.0,7,79.859964
-10.0,3,79.877359
-10.0,3,79.894989
-5,20,80.021828
-5,20,80.143919
-10.0,1,80.149899
-5,20,80.272147
-5,20,80.399003
-10.0,9,80.451117
-5,20,80.573297
-10.0,2,80.585047
-5,20,80.706713
-5,20,80.833699
-5,20,80.956546
-10.0,6,80.991372
-10.0,15,81.07924
-5,20,81.205837
-10.0,6,81.24081
-5,20,81.363321
-10.0,19,81.474053
-10.0,1,81.479958
-10.0,11,81.544597
-5,20,81.666019
-10.0,5,81.695481
-10.0,3,81.71299
-5,20,81.835465
-5,20,81.958385
-10.0,5,81.987775
-5,20,82.110501
-5,20,82.233392
-10.0,1,82.239334
-10.0,4,82.262868
-10.0,9,82.315729
-10.0,17,82.41499
-5,20,82.537161
-10.0,18,82.643633
-10.0,3,82.660979
-10.0,10,82.719599
-5,20,82.842051
-5,20,82.964919
-10.0,20,83.081358
-10.0,8,83.12824
-5,20,83.249715
-5,20,83.37259
-10.0,9,83.425057
-5,20,83.547361
-5,20,83.670277
-10.0,6,83.705463
-10.0,12,83.775328
-10.0,2,83.787113
-10.0,9,83.839732
-5,20,83.962391
-5,20,84.084699
-5,20,84.20749
-5,20,84.329921
-5,20,84.452419
-10.0,5,84.481572
-10.0,18,84.586766
-10.0,1,84.592633
-10.0,10,84.651273
-10.0,3,84.668827
-5,20,84.791456
-10.0,3,84.809196
-5,20,84.93157
-10.0,10,84.990202
-5,20,85.112772
-10.0,1,85.118673
-10.0,15,85.207028
-10.0,6,85.241879
-10.0,1,85.247781
15.0,6,85.288959
-10.0,11,85.353346
-5,20,85.476265
-5,20,85.598121
-10.0,16,85.691649
-5,20,85.814309
-10.0,3,85.831803
-10.0,14,85.913067
-5,20,86.035387
-5,20,86.158265
-10.0,3,86.175821
-10.0,4,86.199119
-5,20,86.321628
-10.0,16,86.415301
-5,20,86.537367
-10.0,15,86.624634
-5,20,86.747759
-5,20,86.870252
-5,20,86.993002
-5,20,87.115791
-10.0,5,87.145237
-5,20,87.267924
-10.0,6,87.303285
-10.0,6,87.338301
-10.0,4,87.361575
-10.0,5,87.39096
-5,20,87.513862
-10.0,6,87.548957
-5,20,87.671749
-5,20,87.794051
-10.0,10,87.852946
-10.0,5,87.881893
-5,20,88.004105
-5,20,88.127483
-5,20,88.24979
-5,20,88.372677
-5,20,88.495419
-10.0,5,88.524513
-10.0,7,88.565581
-10.0,11,88.630162
-5,20,88.753116
-5,20,88.876132
-10.0,17,88.975904
-5,20,89.099153
-10.0,2,89.110946
-10.0,16,89.204835
10.0,11,89.274728
-5,20,89.398123
-10.0,4,89.421431
-5,20,89.543993
-5,20,89.66694
18.0,3,89.690397
-10.0,4,89.714072
-10.0,1,89.719972
-5,20,89.8427
-5,20,89.965411
-10.0,9,90.018183
-10.0,10,90.076284
-5,20,90.199116
-5,20,90.321882
-5,20,90.4449
-10.0,13,90.520893
-10.0,7,90.562166
-5,20,90.685285
-5,20,90.808085
-10.0,8,90.855396
-10.0,11,90.919812
-10.0,17,91.018712
-5,20,91.141414
2.0,19,91.258116
-10.0,8,91.304692
-10.0,2,91.316375
-5,20,91.438753
-5,20,91.561527
-10.0,13,91.63785
-5,20,91.759905
-10.0,7,91.800918
-5,20,91.923399
-10.0,6,91.95857
-10.0,5,91.987906
-5,20,92.110696
-10.0,6,92.145563
-5,20,92.267573
-10.0,2,92.279314
-10.0,2,92.291063
-5,20,92.413459
-5,20,92.536033
-10.0,16,92.629267
-5,20,92.751555
-5,20,92.874199
-10.0,3,92.891918
-10.0,9,92.94463
-5,20,93.066964
-10.0,12,93.137286
-10.0,4,93.160668
-5,20,93.283177
-5,20,93.405712
-10.0,4,93.429267
-10.0,13,93.505219
-10.0,2,93.517091
-5,20,93.639142
-10.0,7,93.679797
-5,20,93.802191
-10.0,20,93.919057
