#{"t_start": 1669379028.0724063, "env_id": null}
r,l,t
-5,20,28.798453
-5,20,28.802233
-5,20,28.806014
-10.0,8,28.807603
-5,20,28.822009
-10.0,8,28.823605
-5,20,28.827394
-10.0,3,28.828083
-5,20,28.938327
-5,20,29.044225
-5,20,29.152609
-5,20,29.156582
-5,20,29.160382
-5,20,29.164338
-5,20,29.168151
-5,20,29.171946
-10.0,17,29.175202
-5,20,29.179008
-5,20,29.28835
-5,20,29.292469
-5,20,29.296275
-5,20,29.300067
-5,20,29.303843
-10.0,11,29.305986
-5,20,29.30976
-5,20,29.313545
-10.0,2,29.314021
-10.0,3,29.31468
-5,20,29.318489
-5,20,29.322308
-5,20,29.326113
-10.0,8,29.327697
-5,20,29.331503
-5,20,29.335319
-5,20,29.339138
-5,20,29.353449
-5,20,29.357305
-5,20,29.361115
-10.0,4,29.361971
-5,20,29.36578
-5,20,29.369591
-10.0,2,29.370068
-5,20,29.373875
-5,20,29.377652
-10.0,7,29.379048
-5,20,29.382832
-5,20,29.386618
-5,20,29.390419
-5,20,29.39438
-5,20,29.398166
-5,20,29.401937
-5,20,29.480796
-5,20,29.484748
-5,20,29.488554
-5,20,29.49234
-5,20,29.496113
-5,20,29.499899
-5,20,29.503674
-5,20,29.612535
-10.0,5,29.613863
-5,20,29.617649
-5,20,29.621427
-5,20,29.625193
-5,20,29.628959
-5,20,29.632717
-5,20,29.63721
14.0,7,29.638606
-5,20,29.642385
-5,20,51.808277
-10.0,4,51.809229
-5,20,51.813067
-5,20,51.81712
-10.0,7,51.818559
-5,20,51.82241
-10.0,18,51.825846
-5,20,51.829651
-10.0,8,51.831259
-5,20,51.835422
-10.0,12,51.837794
-10.0,5,51.838866
-5,20,51.842702
-5,20,51.846551
-5,20,51.850438
-10.0,9,51.852243
-5,20,51.856088
-10.0,14,51.858842
-5,20,51.862693
-5,20,51.866523
-10.0,14,51.869254
-5,20,51.873074
-5,20,51.876867
-10.0,10,51.878832
-5,20,51.882642
-5,20,51.886493
-5,20,51.890346
-10.0,3,51.891049
-5,20,51.89492
-5,20,51.898785
-5,20,51.902754
-5,20,52.012581
14.0,7,52.01417
-5,20,52.018028
-5,20,52.021871
-5,20,52.025724
-5,20,52.02957
-5,20,52.033402
-5,20,52.037237
-5,20,52.041075
-5,20,52.044902
-5,20,52.048727
-5,20,52.052559
-5,20,52.056387
-5,20,52.060222
-5,20,52.064214
-5,20,52.068052
-5,20,52.178437
-5,20,52.182455
-10.0,10,52.184439
-5,20,52.188277
-5,20,52.19212
-10.0,9,52.193914
-10.0,9,52.195704
-5,20,52.199529
-5,20,52.20338
-5,20,52.207215
-5,20,52.211039
-10.0,14,52.284438
-5,20,52.288556
-5,20,52.292408
-5,20,52.296235
-5,20,52.300072
-5,20,52.303933
-5,20,52.307778
-5,20,52.311618
-5,20,52.315469
-5,20,52.319302
-5,20,52.323152
-10.0,14,52.395776
-5,20,52.399702
-5,20,52.403599
-5,20,52.407454
-5,20,52.411287
-5,20,52.415122
-10.0,14,52.417835
-5,20,52.42167
-5,20,52.425511
-5,20,52.536825
-10.0,11,52.539147
-5,20,52.614053
-5,20,52.618085
-10.0,19,52.621758
-5,20,52.62559
-5,20,52.644876
-5,20,52.648689
-10.0,10,52.650669
-10.0,3,52.651372
-10.0,12,52.653754
-5,20,52.763233
-5,20,52.767232
-5,20,52.877001
-5,20,52.88096
-5,20,52.884765
-5,20,52.888557
-5,20,52.892385
-5,20,52.896195
-5,20,52.90074
-10.0,12,52.903391
-10.0,10,52.956527
-5,20,52.960459
-5,20,52.964284
-5,20,52.968123
-5,20,52.971937
-10.0,20,52.975753
-10.0,5,52.997338
-5,20,53.001265
-5,20,53.00529
-5,20,53.009126
-5,20,53.012948
-5,20,53.016781
-5,20,53.020613
-5,20,53.024441
-10.0,1,53.029989
-5,20,53.033888
-10.0,15,53.037159
-5,20,53.041012
-10.0,15,53.043933
-5,20,53.04779
-5,20,53.05165
-10.0,6,53.052885
-5,20,53.056719
-5,20,53.06055
-5,20,53.160815
-5,20,53.16478
-5,20,53.168591
-5,20,53.172426
-5,20,53.176253
-10.0,7,53.177702
-5,20,53.181482
-10.0,8,53.183091
-5,20,53.186901
-5,20,53.190718
-5,20,53.194566
-5,20,53.198433
-5,20,53.202301
-5,20,53.206173
-10.0,3,53.221953
-10.0,18,53.225556
-10.0,9,53.227349
-10.0,1,53.227673
-5,20,53.231459
-5,20,53.235265
-10.0,11,53.237598
-5,20,53.241428
-5,20,53.245684
-5,20,53.249524
-5,20,53.253341
-5,20,53.257195
-5,20,53.261024
-5,20,53.264809
-5,20,53.268609
-10.0,7,53.270084
-5,20,53.27392
-5,20,53.277761
-5,20,53.281591
-10.0,7,53.283025
-5,20,53.286872
-5,20,53.290691
-5,20,53.294529
-5,20,53.298353
-10.0,1,53.303975
-5,20,53.307862
-5,20,53.31186
-10.0,5,53.313016
-5,20,53.316796
-10.0,14,53.319501
-5,20,53.323432
-5,20,53.327208
-10.0,12,53.399285
-5,20,53.405001
-5,20,53.410578
-5,20,53.416336
-5,20,53.422064
-5,20,53.427676
-5,20,53.564725
-5,20,53.571246
-5,20,53.576873
-5,20,53.582686
-5,20,53.586632
-10.0,8,53.588279
-5,20,53.59216
15.0,6,53.593453
-5,20,53.599363
-5,20,53.605688
-5,20,53.612185
-5,20,53.728522
-5,20,53.732651
-5,20,53.736548
-5,20,53.740421
-5,20,53.744474
-5,20,53.748372
-5,20,53.752305
-5,20,53.756228
-10.0,9,53.758076
-10.0,3,53.758773
-5,20,53.762683
-5,20,53.767395
-5,20,53.892567
-5,20,53.896721
-5,20,53.901463
-5,20,53.90802
-5,20,53.91381
-10.0,11,53.916014
-5,20,53.92056
-10.0,20,53.924446
-5,20,53.928325
-5,20,53.932176
-5,20,53.936119
-5,20,53.941385
-10.0,19,53.946395
-10.0,15,53.951128
-5,20,53.95745
-5,20,53.96141
-5,20,53.967344
-5,20,53.997576
-5,20,54.004233
-5,20,54.151402
-10.0,11,54.15388
-5,20,54.157817
-5,20,54.161699
-5,20,54.165636
-10.0,20,54.169544
-10.0,17,54.172808
-5,20,54.176698
-5,20,54.180558
-5,20,54.184587
-5,20,54.199378
-10.0,1,54.199716
-5,20,54.203601
-5,20,54.2075
-5,20,54.332417
-5,20,54.336711
-10.0,1,54.337068
-5,20,54.340975
-5,20,54.344895
-5,20,54.348819
-10.0,2,54.349365
-5,20,54.353279
-5,20,54.357405
-5,20,54.361341
-5,20,54.365271
-10.0,5,54.366383
-5,20,54.498934
-5,20,54.50325
-5,20,54.507319
-5,20,54.513682
-5,20,54.520274
-5,20,54.525557
-10.0,17,54.528975
-5,20,54.532833
-5,20,54.537014
-5,20,54.540879
-5,20,54.546403
-5,20,54.674986
-5,20,54.678994
-5,20,54.682897
-5,20,54.686711
-5,20,54.799156
-10.0,2,54.799779
-5,20,54.80361
-5,20,54.807482
-5,20,54.811456
-5,20,54.815325
-5,20,54.819191
-5,20,54.822991
-5,20,54.826877
-5,20,54.830662
-10.0,8,54.832257
-5,20,54.836135
7.0,14,54.838848
-5,20,54.842813
-5,20,54.846628
-5,20,54.850548
-5,20,54.85446
-10.0,18,54.857924
-5,20,54.861806
-5,20,54.865629
-5,20,54.869528
-5,20,54.873342
-5,20,54.877218
-5,20,54.907557
-10.0,7,54.909565
-10.0,9,54.960083
-5,20,54.964029
-5,20,54.970013
-5,20,54.975778
-5,20,54.979726
-5,20,55.041292
-5,20,55.045135
-5,20,55.048992
-10.0,19,55.052608
-5,20,55.056468
-5,20,55.060427
-10.0,8,55.062068
-5,20,55.065873
-10.0,20,55.069729
-5,20,55.074222
-5,20,55.078092
-5,20,55.08188
-5,20,55.085739
-10.0,5,55.086771
-5,20,55.090734
-5,20,55.094567
-5,20,55.098502
-5,20,55.102329
-5,20,55.106243
-5,20,55.110078
-5,20,55.11395
-10.0,11,55.116101
-5,20,55.119988
-5,20,55.123806
-5,20,55.127693
-10.0,17,55.21664
-5,20,55.220535
-5,20,55.224416
-10.0,1,55.224702
-5,20,55.228506
-5,20,55.232367
-10.0,13,55.234882
-5,20,55.23875
-5,20,55.242543
-5,20,55.24639
-5,20,55.250319
-5,20,55.254144
-5,20,55.258079
-5,20,55.262064
-5,20,55.265942
-10.0,3,55.282045
-5,20,55.286078
-5,20,55.289932
-5,20,55.293885
-5,20,55.297704
-5,20,55.368595
-5,20,55.372434
-10.0,5,55.399619
-10.0,2,55.400198
-5,20,55.404076
-5,20,55.407928
-5,20,55.411782
-5,20,55.415754
-5,20,55.419622
-5,20,55.423572
-5,20,55.427429
-5,20,55.431276
-5,20,55.435095
-5,20,55.43903
-5,20,55.442865
-5,20,55.447031
-5,20,55.450831
-5,20,55.454721
-5,20,55.45855
-5,20,55.462357
-5,20,55.466222
-10.0,6,55.467457
-5,20,55.471246
-5,20,55.47506
-5,20,55.478895
-5,20,55.482705
-5,20,55.486534
-5,20,55.490324
-5,20,55.4942
-5,20,55.498019
-5,20,55.50188
-5,20,55.536823
-5,20,55.540712
-10.0,16,55.544232
-5,20,55.653669
-5,20,55.76195
-5,20,55.766207
-5,20,55.770009
-5,20,55.7738
-5,20,55.777629
-5,20,55.78139
-5,20,55.79025
-5,20,55.809705
-10.0,1,55.810042
-5,20,55.813888
-5,20,55.817782
-5,20,55.821621
-5,20,55.82591
-5,20,55.829706
-5,20,55.833528
-10.0,13,55.90192
-5,20,55.906002
-10.0,12,55.908328
-5,20,55.912163
-5,20,55.916038
-5,20,55.920801
-10.0,17,55.926122
-5,20,55.929972
-10.0,10,55.931948
-5,20,55.935864
-5,20,55.939703
-5,20,56.050119
-5,20,56.054075
-5,20,56.057909
-5,20,56.06245
-5,20,56.066238
-5,20,56.070115
-5,20,56.07394
-5,20,56.077797
-5,20,56.133642
-5,20,56.137808
-5,20,56.141641
-5,20,56.155874
-5,20,56.159691
-10.0,9,56.207829
-5,20,56.211755
-5,20,56.215578
-5,20,56.219375
-5,20,56.295183
-5,20,56.299201
-5,20,56.303174
-5,20,56.307021
-5,20,56.310821
-10.0,16,56.313919
-10.0,4,56.335678
-5,20,56.339542
-10.0,3,56.340297
-5,20,56.385154
-10.0,18,56.388606
-5,20,56.392412
-5,20,56.396232
-5,20,56.400021
-5,20,56.404031
-5,20,56.407855
-5,20,56.519316
-5,20,56.5233
-5,20,56.527047
-10.0,3,56.527754
-10.0,2,56.528249
-5,20,56.531998
-5,20,56.535779
-10.0,2,56.536275
-5,20,56.540016
-10.0,3,56.540693
-5,20,56.544644
-5,20,56.548412
-5,20,56.552204
-5,20,56.556054
-5,20,56.559826
-5,20,56.563645
-5,20,56.56737
-5,20,56.571286
-5,20,56.575094
-5,20,56.578891
-10.0,11,56.581029
-5,20,56.584858
-5,20,56.588655
-5,20,56.592515
-5,20,56.596344
-5,20,56.600226
-5,20,56.604069
-5,20,56.60795
-5,20,56.611755
-5,20,56.615564
-5,20,56.619381
-5,20,56.623165
-5,20,56.626963
-5,20,56.63073
-5,20,56.634565
-5,20,56.638319
-5,20,56.642118
-5,20,56.646096
-5,20,56.649829
-10.0,8,56.651414
-5,20,56.65523
-5,20,56.658977
-5,20,56.662736
-10.0,7,56.664138
-5,20,56.667966
-10.0,17,56.671238
-10.0,1,56.67155
-5,20,56.675452
-5,20,56.679232
-5,20,56.683067
-5,20,56.686809
-5,20,56.690618
-5,20,56.694427
-5,20,56.69822
-5,20,56.702055
-5,20,56.705979
-10.0,10,56.707982
-5,20,56.711825
-5,20,56.71566
-5,20,56.719461
-5,20,56.72331
-5,20,56.727106
-5,20,56.730936
-5,20,56.734764
-5,20,56.738563
-5,20,56.742328
-5,20,56.746306
-5,20,56.750092
-5,20,56.850852
-5,20,56.854851
-10.0,3,56.871469
-5,20,56.875544
-5,20,56.879353
-5,20,56.883163
-5,20,56.887016
-5,20,56.942451
-5,20,56.946467
-5,20,56.950259
-5,20,57.025714
-10.0,4,57.02672
3.0,18,57.030189
-5,20,57.034006
-5,20,57.037811
-5,20,57.041613
-5,20,57.045372
-5,20,57.049356
-5,20,57.053083
17.0,4,57.053943
-10.0,17,57.05721
-5,20,57.060947
-10.0,10,57.06294
-5,20,57.06678
-5,20,57.070709
-5,20,57.074486
-5,20,57.078276
-10.0,8,57.079844
-10.0,7,57.11664
-5,20,57.120498
-10.0,9,57.122304
-5,20,57.126111
-5,20,57.129821
-5,20,57.13361
-5,20,57.13736
-5,20,57.141159
-5,20,57.14491
-5,20,57.148906
-5,20,57.152711
-5,20,57.156457
-5,20,57.160283
-5,20,57.164056
-5,20,57.167855
-5,20,57.17161
-10.0,3,57.172288
-10.0,20,57.276245
-10.0,3,57.277051
-5,20,57.280839
-5,20,57.391747
-5,20,57.395742
-5,20,57.399541
-5,20,57.403392
-5,20,57.407279
-5,20,57.411247
-5,20,57.415001
-5,20,57.418778
-5,20,57.528433
-5,20,57.53234
-5,20,57.536161
-5,20,57.539895
-5,20,57.543659
-5,20,57.60247
-5,20,57.606514
-5,20,57.610308
-5,20,57.614099
-5,20,57.664066
-5,20,57.668051
-5,20,57.671853
15.0,6,57.67312
-5,20,57.676895
-5,20,57.680719
-5,20,57.684538
-5,20,57.688504
-5,20,57.692324
-5,20,57.696181
-10.0,2,57.696681
-5,20,57.700425
-5,20,57.704299
-5,20,57.708256
-10.0,6,57.709537
-5,20,57.713366
-5,20,57.717224
-5,20,57.721009
-5,20,57.724846
-10.0,10,57.726811
-5,20,57.730603
13.0,8,57.732196
-5,20,57.73602
-10.0,4,57.736888
-5,20,57.740656
-5,20,57.744474
-5,20,57.748242
-5,20,57.752064
-5,20,57.755858
-10.0,13,57.758389
-5,20,57.762354
-5,20,57.766157
-5,20,57.769915
-5,20,57.773715
-5,20,57.77751
-5,20,57.781242
-5,20,57.785136
-5,20,57.789778
-5,20,57.793812
-5,20,57.797592
-5,20,57.801436
-10.0,1,57.801748
-5,20,57.805557
-5,20,57.809413
-5,20,57.813205
-5,20,57.81718
-5,20,57.821164
-10.0,5,57.847858
-5,20,57.851733
-5,20,57.855577
-5,20,57.859566
-5,20,57.863413
-10.0,3,57.864096
-5,20,57.86794
-5,20,57.897228
-5,20,57.901042
-10.0,18,57.904564
-5,20,57.908442
-5,20,57.912593
-5,20,57.916668
-5,20,57.920515
-5,20,57.924347
-5,20,57.928174
-5,20,57.93201
-5,20,57.935839
-5,20,58.001642
-5,20,58.005494
-10.0,7,58.006941
-5,20,58.010914
-5,20,58.014752
-5,20,58.018539
-10.0,8,58.061257
-10.0,12,58.063733
-5,20,58.067544
-5,20,58.0714
-10.0,1,58.076701
-5,20,58.08056
-5,20,58.084403
-5,20,58.088217
-5,20,58.092062
-5,20,58.202954
-5,20,58.206943
-5,20,58.210799
-5,20,58.214582
-10.0,9,58.221704
-5,20,58.22554
-5,20,58.229367
-5,20,58.233188
-5,20,58.236971
-5,20,58.240716
-10.0,4,58.241584
-5,20,58.245394
-5,20,58.249256
-5,20,58.253258
-10.0,4,58.274616
-5,20,58.2787
-5,20,58.282509
-5,20,58.286366
-10.0,1,58.286681
-5,20,58.290486
-5,20,58.400092
-5,20,58.404097
-10.0,5,58.405203
-5,20,58.409081
-5,20,58.41286
-5,20,58.41663
-5,20,58.420361
-5,20,58.424168
-5,20,58.427925
-5,20,58.431731
-10.0,1,58.432043
-5,20,58.523405
-5,20,58.527197
-10.0,1,58.527548
-5,20,58.531293
-5,20,58.535245
-10.0,20,58.539005
-10.0,3,58.539688
-5,20,58.543547
-10.0,3,58.559643
-5,20,58.563798
-5,20,58.567608
-5,20,58.571457
-5,20,58.575251
-5,20,58.649879
-5,20,58.653869
-10.0,4,58.654745
-5,20,58.658687
-5,20,58.693502
-5,20,58.697534
-5,20,58.732091
-10.0,4,58.73308
-5,20,58.736874
-5,20,58.740671
-5,20,58.7445
-5,20,58.7483
-5,20,58.752197
-10.0,3,58.768542
-5,20,58.788304
-5,20,58.792375
-5,20,58.796177
-10.0,17,58.799461
-5,20,58.803232
-10.0,11,58.805427
-10.0,14,58.808155
-5,20,58.81191
-5,20,58.81582
-5,20,58.819649
-5,20,58.823633
-5,20,58.827465
-5,20,58.831258
-5,20,58.83507
-5,20,58.838869
-10.0,20,58.842688
-5,20,58.846482
-5,20,58.850326
-5,20,58.854332
-5,20,58.858355
-5,20,58.862193
-10.0,11,58.864334
-5,20,58.868192
-5,20,58.872004
-10.0,18,58.875458
-10.0,4,58.876317
-10.0,3,58.877039
-5,20,58.880838
-5,20,58.884652
-10.0,14,58.887337
-10.0,8,58.88901
-10.0,19,58.892751
-5,20,58.896537
-5,20,58.900357
-10.0,1,58.900669
-5,20,58.904463
-5,20,58.908387
-5,20,58.912457
-5,20,58.916387
-5,20,58.920449
-5,20,58.924315
-5,20,58.928106
-10.0,15,58.931043
-10.0,7,58.932447
-10.0,4,58.933353
-5,20,58.937101
-5,20,59.045328
-5,20,59.049489
-5,20,59.053316
-5,20,59.057186
-10.0,17,59.060436
-5,20,59.064292
-5,20,59.068085
-5,20,59.158588
-5,20,59.162589
-10.0,1,59.162909
-5,20,59.182029
-5,20,59.185827
-5,20,59.230119
-5,20,59.2341
-10.0,2,59.234583
-5,20,59.238457
-10.0,11,59.240748
-10.0,8,59.242351
-5,20,59.246198
-10.0,20,59.25004
-5,20,59.25386
-5,20,59.257706
-5,20,59.261515
-5,20,59.265358
-5,20,59.269168
-5,20,59.273076
-5,20,59.27689
-5,20,59.387367
-5,20,59.391513
-5,20,59.395298
-5,20,59.399141
-5,20,59.40296
-5,20,59.422725
-5,20,59.426611
-5,20,59.430448
-5,20,59.434241
10.0,11,59.436371
-10.0,1,59.436681
-5,20,59.440482
-5,20,59.44428
-5,20,59.448041
-5,20,59.457454
-5,20,59.461291
-5,20,59.465132
-5,20,59.474225
-5,20,59.478043
-5,20,59.481904
-10.0,2,59.482405
-5,20,59.486253
-10.0,3,59.486939
-5,20,59.490931
-5,20,59.494744
-5,20,59.498559
-5,20,59.50318
-5,20,59.507085
-10.0,4,59.529021
-5,20,59.53285
-5,20,59.536664
-5,20,59.540453
-5,20,59.544278
-10.0,19,59.547881
-5,20,59.551674
-5,20,59.555478
-5,20,59.559251
-5,20,59.563066
-5,20,59.56683
-5,20,59.57067
-5,20,59.574445
-5,20,59.578288
-5,20,59.582095
-5,20,59.585948
-5,20,59.589892
-5,20,59.625113
-5,20,59.628904
-5,20,59.632742
-5,20,59.636501
-5,20,59.64029
-5,20,59.644047
-5,20,59.647826
19.0,2,59.648323
-5,20,59.652071
-10.0,14,59.654774
-5,20,59.658518
-5,20,59.662297
-5,20,59.751721
-5,20,59.755559
-10.0,8,59.797179
-5,20,59.857271
-5,20,59.861321
-10.0,7,59.862755
-5,20,59.866556
-5,20,59.870431
-5,20,59.874176
-10.0,13,59.876684
-10.0,14,59.950786
-5,20,59.954746
-5,20,59.958583
-5,20,59.962379
-5,20,59.966206
-5,20,60.07565
-10.0,19,60.079449
-10.0,9,60.081263
-5,20,60.086164
-5,20,60.089973
-10.0,5,60.091029
-5,20,60.094839
-5,20,60.09868
-5,20,60.102462
-5,20,60.106366
-5,20,60.110301
-5,20,60.114267
-5,20,60.118119
-5,20,60.121924
-5,20,60.197341
-5,20,60.201244
-5,20,60.205061
-5,20,60.208901
-5,20,60.21282
-5,20,60.226936
-5,20,60.230916
20.0,1,60.231233
-5,20,60.23503
-10.0,5,60.236107
-5,20,60.239911
-5,20,60.243715
-5,20,60.24753
-5,20,60.355917
-5,20,60.40562
-5,20,60.445281
-5,20,60.449105
-5,20,60.452946
-5,20,60.456744
-5,20,60.460581
-5,20,60.464382
-5,20,60.468226
19.0,2,60.468705
-5,20,60.472569
-10.0,14,60.475416
-5,20,60.479258
-5,20,60.483072
-5,20,60.486909
-5,20,60.49071
-5,20,60.494552
20.0,1,60.494838
-5,20,60.603882
-5,20,60.607864
-5,20,60.611775
-5,20,60.615764
-5,20,60.695856
-5,20,60.699828
-5,20,60.703664
-5,20,60.707509
-5,20,60.711402
-5,20,60.715997
-5,20,60.719864
-5,20,60.723904
-5,20,60.727754
-10.0,7,60.729231
-5,20,60.743682
-5,20,60.747564
-5,20,60.751459
-5,20,60.755275
-5,20,60.75915
-5,20,60.762952
-5,20,60.766843
-5,20,60.770688
-10.0,4,60.77154
-5,20,60.775374
-5,20,60.779248
-10.0,18,60.782707
-5,20,60.786581
-5,20,60.790406
-5,20,60.794289
-10.0,17,60.797561
-5,20,60.801435
-5,20,60.805327
-5,20,60.901362
-10.0,3,60.902188
-5,20,60.906092
-5,20,61.015273
-10.0,6,61.016669
-5,20,61.02046
-5,20,61.02428
-5,20,61.028048
-5,20,61.031786
-5,20,61.035607
-5,20,61.039342
-5,20,61.043102
-5,20,61.151651
-10.0,6,61.153161
-10.0,18,61.15655
-5,20,61.160362
-5,20,61.164136
-5,20,61.167961
-5,20,61.278641
-5,20,61.282603
-5,20,61.286431
-5,20,61.290208
-5,20,61.294229
-5,20,61.298013
-10.0,10,61.300007
-5,20,61.303815
-5,20,61.307686
-5,20,61.311556
-5,20,61.315392
-5,20,61.319301
-5,20,61.323336
-5,20,61.327214
-10.0,3,61.327901
-5,20,61.33171
-5,20,61.335515
-5,20,61.339304
-5,20,61.343105
-5,20,61.34688
-10.0,2,61.347411
-5,20,61.351179
-10.0,3,61.367163
-5,20,61.371094
-5,20,61.374924
-5,20,61.378728
-5,20,61.382525
-5,20,61.386341
-5,20,61.390183
-5,20,61.394162
-10.0,16,61.397279
-5,20,61.40107
-5,20,61.404884
-5,20,61.408676
-5,20,61.412559
-5,20,61.41634
-5,20,61.420459
-5,20,61.424253
-5,20,61.428005
-5,20,61.431821
-5,20,61.435577
-10.0,4,61.436435
-10.0,5,61.43752
-5,20,61.441286
-5,20,61.44512
-5,20,61.449234
-5,20,61.453116
-5,20,61.456872
-5,20,61.523223
-5,20,61.527224
-5,20,61.531106
-5,20,61.534922
-5,20,61.538714
-10.0,17,61.542026
-5,20,61.545818
-10.0,4,61.546681
-5,20,61.550503
-5,20,61.554312
-5,20,61.558101
-10.0,1,61.559146
-5,20,61.563016
-5,20,61.566789
-5,20,61.654011
-5,20,61.764353
-10.0,11,61.766821
-5,20,61.770681
-10.0,1,61.776082
-5,20,61.78002
-5,20,61.783827
-5,20,61.894009
-5,20,61.898015
-5,20,61.901813
-10.0,12,61.904154
-5,20,61.908023
-5,20,61.912008
-5,20,61.915824
-5,20,61.919839
-5,20,61.923694
-5,20,61.9275
-5,20,61.931335
-5,20,61.935119
-10.0,7,61.936519
-5,20,61.94035
-5,20,61.944154
-10.0,14,61.946907
-10.0,16,61.949979
-5,20,61.953841
-10.0,1,61.954125
-5,20,61.95793
18.0,3,61.958632
-5,20,61.962451
-5,20,61.966302
-5,20,61.970125
-5,20,61.973979
-5,20,61.977817
-5,20,61.981674
-5,20,61.985508
-5,20,61.98936
-10.0,4,62.010903
-10.0,8,62.012585
-5,20,62.016486
-10.0,18,62.111367
-5,20,62.11525
-5,20,62.119144
-5,20,62.122968
-5,20,62.12684
-5,20,62.130645
-5,20,62.134474
-5,20,62.138278
-5,20,62.142102
-5,20,62.145933
-5,20,62.149736
-5,20,62.153564
-5,20,62.157511
-5,20,62.161344
-10.0,11,62.163485
-10.0,17,62.166766
-5,20,62.170569
-10.0,3,62.171235
-10.0,7,62.208882
-5,20,62.212797
-5,20,62.216667
-10.0,13,62.219198
-5,20,62.223011
-5,20,62.22677
-5,20,62.230612
-5,20,62.234369
-10.0,18,62.237819
-5,20,62.313225
-10.0,3,62.313959
8.0,13,62.31651
-10.0,14,62.319288
-5,20,62.323123
-5,20,62.326982
-5,20,62.43511
-5,20,62.546534
-10.0,5,62.547737
-5,20,62.551629
-5,20,62.555476
-5,20,62.559278
-10.0,8,62.560873
-5,20,62.564756
-10.0,6,62.565981
-5,20,62.675214
-5,20,62.679161
-10.0,18,62.682641
-5,20,62.686391
-5,20,62.690205
-5,20,62.693973
-5,20,62.774776
-5,20,62.778901
-10.0,12,62.781284
-5,20,62.785198
-5,20,62.789191
-5,20,62.793042
-10.0,5,62.794107
-5,20,62.797951
-5,20,62.801776
-5,20,62.80559
-5,20,62.810172
-5,20,62.855685
-5,20,62.859533
-5,20,62.863405
-5,20,62.867248
-5,20,62.871133
-10.0,5,62.872177
-5,20,62.876043
-10.0,9,62.924838
-5,20,62.928766
-5,20,62.968325
-5,20,62.972347
-5,20,62.976167
-5,20,62.980011
-5,20,62.983808
-5,20,62.987655
-5,20,62.991465
-5,20,62.995458
-10.0,6,62.996686
-5,20,63.000519
-5,20,63.004314
-5,20,63.114123
12.0,9,63.116076
-10.0,5,63.117186
-5,20,63.121082
-5,20,63.124898
-5,20,63.128694
-5,20,63.132554
-5,20,63.136368
-5,20,63.140381
-10.0,9,63.142155
-10.0,2,63.153011
-5,20,63.156895
-5,20,63.160732
-5,20,63.164536
-5,20,63.168433
-5,20,63.172254
-5,20,63.176122
-5,20,63.17993
-10.0,19,63.183597
-5,20,63.187441
-5,20,63.19125
-5,20,63.195088
-5,20,63.198879
-5,20,63.202732
-5,20,63.206529
-5,20,63.210394
-5,20,63.214199
-5,20,63.218019
-5,20,63.221765
-10.0,1,63.222114
-5,20,63.225883
-5,20,63.229668
-5,20,63.233417
-5,20,63.237369
-10.0,18,63.240747
-5,20,63.244523
-5,20,63.24831
-5,20,63.282633
-5,20,63.286471
-5,20,63.290259
-5,20,63.294076
-5,20,63.313461
-5,20,63.423515
-5,20,63.427476
-10.0,3,63.428163
-5,20,63.432003
-5,20,63.435813
-5,20,63.440454
-10.0,12,63.442784
-5,20,63.446563
-5,20,63.45035
-5,20,63.45414
-5,20,63.457934
-5,20,63.568356
-5,20,63.572361
-5,20,63.576225
-5,20,63.58003
-5,20,63.583852
-5,20,63.587651
13.0,8,63.589388
-10.0,7,63.590829
-5,20,63.594631
-10.0,5,63.595665
-5,20,63.681865
-5,20,63.685765
-5,20,63.689613
-5,20,63.719281
-5,20,63.723274
-5,20,63.727065
-5,20,63.730909
-10.0,7,63.732319
-10.0,5,63.733415
-10.0,11,63.735695
-5,20,63.739536
-5,20,63.743366
-10.0,2,63.743873
-5,20,63.747699
-10.0,5,63.748753
-5,20,63.752582
-5,20,63.757194
-10.0,2,63.757704
-5,20,63.761694
-10.0,7,63.763111
-5,20,63.767201
-5,20,63.771088
-5,20,63.774864
-5,20,63.778725
-5,20,63.782524
-10.0,1,63.782844
-5,20,63.878515
-5,20,63.882394
-5,20,63.968142
-5,20,63.972106
-5,20,63.975939
-5,20,63.9798
-5,20,63.983625
-5,20,63.98749
-5,20,63.991305
-5,20,64.015978
-5,20,64.019975
-5,20,64.023866
-5,20,64.027722
-5,20,64.031537
-5,20,64.035439
-5,20,64.039242
-5,20,64.043065
-5,20,64.046865
-5,20,64.050761
-10.0,13,64.05331
-5,20,64.057191
-5,20,64.081622
-5,20,64.085644
-5,20,64.089478
-5,20,64.093344
-5,20,64.097187
-5,20,64.101012
-5,20,64.104866
-5,20,64.108685
-5,20,64.113011
-5,20,64.116846
-5,20,64.228264
-5,20,64.338256
-5,20,64.342247
-5,20,64.346067
-5,20,64.349904
-5,20,64.353708
-5,20,64.35755
-5,20,64.36143
-5,20,64.365226
-5,20,64.36906
-5,20,64.372812
-5,20,64.376776
-5,20,64.380573
-5,20,64.384392
-5,20,64.450825
-5,20,64.454844
-5,20,64.458683
-10.0,5,64.459721
-5,20,64.46354
-5,20,64.46738
-5,20,64.4712
-5,20,64.475061
-5,20,64.479066
-5,20,64.482859
-10.0,5,64.483895
-5,20,64.487735
-10.0,14,64.490437
-5,20,64.494273
-5,20,64.498068
-5,20,64.501924
-5,20,64.505737
-5,20,64.509668
-5,20,64.514009
-5,20,64.517844
-5,20,64.62872
-5,20,64.632676
-5,20,64.636461
-5,20,64.640652
-5,20,64.644431
